x Normal 1 ,y Normal 1 ,z Normal 1 ,i Normal 1 , x Normal 2,y Normal 2,z Normal 2 ,i Normal 2, x Normal 3,y Normal 3,z Normal 3 ,i Normal 3
-9,-8,39,114,5,29,19,0,-7,-38,15,372
-5,-39,48,236,13,-46,16,0,7,9,46,362
6,12,5,301,-7,23,41,0,-3,-34,35,312
-8,-38,29,354,12,13,15,0,-9,-38,20,226
7,-22,32,365,3,-38,42,0,13,15,43,169
-4,3,5,377,0,24,15,0,-7,-46,18,88
4,-32,50,369,12,-31,40,0,0,18,36,0
-3,3,42,368,-4,3,17,0,7,-45,26,0
0,4,9,346,-4,31,40,0,-6,15,8,0
10,-31,39,280,9,-48,17,0,9,-35,48,0
-9,-2,22,212,-6,-12,23,0,10,6,11,0
9,-16,34,148,3,5,34,0,-6,17,45,0
-8,-29,27,73,1,-43,24,0,10,-45,16,0
7,6,25,2,-8,20,39,0,1,24,36,0
-3,-12,33,0,10,-30,22,27,1,-43,47,0
2,-13,21,0,4,-38,35,93,11,-16,8,0
8,-7,43,0,-4,26,45,138,-6,-3,51,0
-8,-29,15,0,9,-18,12,200,9,-26,6,0
12,7,36,0,-6,-23,47,281,8,6,49,0
6,-6,22,0,7,21,35,330,-3,-32,14,0
-3,-24,34,0,9,4,19,363,6,7,0,0
8,0,25,0,-8,4,41,369,-1,9,48,0
-3,-31,30,0,11,-35,22,375,5,-34,24,0
-4,1,29,0,-9,0,30,367,12,-3,32,46
10,211,26,0,9,-31,45,355,-7,-12,30,106
-5,-25,40,0,-6,-1,9,292,13,-32,13,151
3,-13,19,0,7,-16,22,229,-5,15,42,209
4,-8,22,0,-8,-34,39,162,8,5,36,283
-6,-42,33,0,-8,10,17,90,-2,-30,16,343
9,13,25,0,9,-32,46,19,5,18,36,363
5,-31,37,0,-11,10,16,0,-1,-14,28,376
-4,-1,21,58,9,-3,37,0,-7,-5,9,375
8,-16,22,115,184,41,52,0,9,24,48,370
-2,-14,34,225,-11,9,5,0,-7,-40,35,356
-4,1,24,296,10,-33,52,0,9,19,19,292
12,-48,32,349,-9,3,8,0,2,11,41,219
-6,20,28,365,-7,1,46,0,-4,-37,14,157
11,-39,18,377,8,-34,14,0,4,24,37,81
-6,-46,30,375,-7,-2,5,0,-4,-45,21,0
1,27,28,368,7,-21,26,0,7,25,38,0
7,-21,28,351,11,-40,26,0,-3,-8,24,0
-3,-13,40,281,-11,11,51,0,-6,-17,29,0
8,-2,17,216,11,-36,204,0,7,7,49,0
-6,-44,4,146,4,-25,52,0,-3,-29,10,0
9,17,20,69,-3,7,11,0,0,13,46,0
-7,-27,35,0,10,-28,38,0,7,-26,12,0
0,-37,47,0,-9,-2,22,13,-8,4,37,0
2,24,10,0,6,-18,8,78,-5,-16,23,0
-3,-14,46,0,8,-41,50,125,4,-7,31,0
7,-10,16,0,-7,21,28,170,-7,-11,28,0
-6,26,37,0,9,-45,25,249,2,-3,27,0
7,-39,23,0,0,-25,34,325,-1,36,43,0
-5,20,31,0,0,6,13,355,-8,7,1,0
-8,8,56,0,12,-41,43,369,7,-6,38,0
10,-31,3,0,-6,11,40,377,-8,-19,36,2
0,87,48,0,-5,-28,12,368,-3,-4,21,67
1,16,52,0,8,-5,43,365,6,-29,37,111
8,-37,52,0,8,-12,24,326,-7,1,21,164
-6,7,16,0,11,-49,31,196,9,0,35,220
-3,-21,16,0,-6,23,46,24,-8,-25,37,292
5,-5,40,0,10,-37,12,2,3,-2,18,345
-7,-7,18,0,-8,13,41,0,0,-19,33,365
4,-15,6,3,11,-26,33,0,-2,-30,26,375
-5,24,40,75,-6,1,21,0,3,9,17,373
-10,-38,44,120,10,31,40,0,-10,-33,40,368
8,16,0,171,0,-47,17,0,9,-15,31,353
-9,-26,45,247,-5,29,35,0,-6,-5,25,296
-4,6,20,3,-6,-45,24,0,6,-38,35,219
5,-18,5,354,13,22,33,0,-2,8,12,161
-9,-6,52,367,-6,-39,27,0,3,-34,43,73
8,18,30,378,4,-37,28,0,12,-38,40,8
-5,-39,21,370,2,22,37,0,2,14,13,0
4,14,40,369,-8,-30,19,0,-7,-46,49,0
-2,0,10,341,12,3,38,0,0,17,9,0
1,-26,41,272,-4,28,19,0,6,-45,48,0
10,6,21,204,-3,-47,38,0,-2,16,13,0
-9,-29,35,136,8,-11,20,0,9,-34,43,0
10,-30,24,62,-2,4,24,0,-3,4,17,0
-7,8,28,0,4,-29,38,0,-5,-22,13,0
-7,-18,32,0,11,20,16,58,10,-46,46,0
-8,-7,11,0,-8,-31,36,112,1,25,8,0
1,6,43,0,9,-39,25,159,1,-43,51,0
9,-29,15,0,2,27,12,228,11,18,6,0
-16,-12,37,0,-2,-17,46,305,-7,-39,47,0
8,-8,19,0,8,-8,33,348,11,-30,16,0
7,-15,35,0,-7,24,17,367,7,9,10,0
-2,5,23,0,8,-42,43,375,-3,-29,49,0
8,-32,32,0,-4,18,22,374,7,2,25,0
-4,-22,27,0,-8,-36,14,368,-2,10,30,49
-3,-3,18,0,11,7,46,348,6,-35,32,108
9,-30,40,0,-10,-28,8,274,13,14,11,150
0,7,19,0,8,-1,24,213,-8,-7,43,209
3,-25,24,0,-8,15,38,139,12,-17,38,279
9,-11,32,0,8,-35,6,0,-7,13,15,343
-6,-9,21,0,-8,10,49,0,9,-26,45,363
0,-24,37,13,4,-32,47,0,-3,-32,28,376
6,8,20,84,9,10,6,0,5,19,24,376
-3,-40,24,126,-11,39,41,0,-3,-37,49,369
8,0,34,177,10,6,24,0,3,-6,8,353
-2,-17,23,246,-45,-32,31,0,10,-2,18,277
-4,-10,33,313,-12,-26,41,0,-9,-41,42,134
11,-4,37,357,10,0,19,0,9,20,16,60
-4,-28,18,367,-10,-32,12,0,-9,-35,37,0
4,12,31,377,-6,-1,12,0,9,13,21,0
2,-42,27,372,8,-22,47,0,7,-26,36,0
29,12,18,367,-9,-40,23,0,-6,-2,24,0
2,26,82,340,6,11,16,0,6,27,29,0
6,-52,17,264,-4,-37,25,0,-3,-46,30,0
-3,26,22,201,-10,-24,14,0,-7,27,10,0
8,-4,40,128,12,7,35,0,9,-39,47,0
-2,-27,14,49,3,-28,10,42,-7,16,13,0
5,20,45,0,-5,-2,40,108,0,-27,37,0
-1,-30,11,0,9,15,20,151,3,6,20,0
1,-40,47,0,-9,-42,34,219,-8,18,33,0
2,25,15,0,7,22,27,297,6,-35,27,0
-1,-15,14,0,9,-6,6,348,7,15,29,0
9,-8,48,0,-9,-25,49,367,-9,-3,31,0
-9,1,6,0,3,20,33,376,7,36,16,0
9,-40,53,0,6,-43,18,370,-1,-18,41,0
10,20,5,0,-8,13,44,269,-3,-4,19,0
-8,10,53,0,-5,-29,16,246,8,-20,22,61
5,-33,36,0,-5,-4,36,200,-9,4,36,106
-1,17,15,0,10,25,23,140,8,-29,21,159
1,-25,49,0,-5,-51,9,64,-8,-26,37,224
9,4,13,0,0,25,47,0,7,2,21,295
-7,-19,39,0,-4,-38,12,0,-4,-21,19,349
8,-6,52,0,1,14,27,0,-9,-29,39,366
3,-8,6,0,11,-27,33,0,9,-29,25,376
-7,-39,26,9,-8,1,15,0,-10,-7,29,375
5,23,37,74,11,-10,40,0,12,8,40,369
-5,-36,16,118,-7,200,21,0,-9,-12,15,356
-10,16,42,170,10,-47,35,0,8,-13,28,301
8,-27,19,246,1,28,22,0,-7,12,32,221
-11,8,6,353,-4,-45,33,0,-6,-39,12,166
-4,-21,53,365,5,23,28,0,9,8,44,82
5,-4,27,377,-1,-37,17,0,-8,1,17,0
5,18,24,369,-7,-36,37,0,11,-35,15,0
-6,-41,53,368,12,21,20,0,4,13,48,0
8,-16,8,340,4,-29,37,0,1,-46,8,0
-7,-3,44,271,1,3,223,0,1,17,48,0
5,-25,18,205,10,28,37,0,7,-10,11,0
-3,9,206,134,-5,-45,20,0,-6,-25,44,0
1,-32,50,63,8,29,25,54,9,9,18,0
2,-29,7,0,10,4,36,105,8,-39,12,0
-10,8,47,0,-6,-27,19,153,-4,19,47,0
10,-22,10,0,3,20,35,222,7,-45,7,0
-8,-5,43,0,0,-31,25,302,10,24,51,0
7,7,15,0,1,10,14,341,10,-44,6,0
-6,-30,39,0,11,26,46,366,2,17,17,0
3,-10,19,0,-8,-44,33,374,-6,4,46,0
0,-10,36,0,9,-7,19,373,0,-33,8,0
-8,-14,24,0,7,-7,40,367,6,7,38,0
10,5,30,0,-8,-22,21,343,-5,-25,25,64
-7,-32,38,0,8,6,31,270,6,-35,8,115
-2,-20,19,0,-3,-36,46,209,-3,11,48,160
8,-4,29,0,3,7,8,136,-5,-35,11,223
-3,-28,33,0,0,-29,23,66,13,-14,20,293
7,195,19,0,0,0,37,0,-8,-2,41,350
9,5,36,0,9,-15,7,0,12,-21,18,365
-3,-28,21,0,-7,-34,50,0,-6,7,34,377
4,-8,27,0,8,9,11,0,-1,-22,49,375
3,-13,32,67,-8,-31,7,0,8,-34,7,368
-6,-20,22,118,5,8,55,0,-6,20,22,341
8,5,33,162,-5,-27,4,0,9,-36,38,262
4,-37,24,231,-10,3,54,0,-8,-9,16,190
0,6,22,356,10,-4,5,0,10,0,46,120
5,-23,32,367,-12,-24,48,0,-10,-39,16,0
-2,-5,28,377,10,0,14,0,10,18,12,0
5,-10,19,373,-10,-26,12,0,-8,-34,46,0
9,-23,39,368,8,-4,48,0,-4,13,11,0
-3,26,28,338,7,4,4,0,7,23,48,0
11,-48,29,266,-8,-37,55,0,-7,-46,10,0
85,19,33,195,7,9,2,0,7,28,27,0
-6,24,22,121,-4,-8,53,0,7,-47,32,0
3,-52,40,40,-9,-25,43,13,-7,28,21,0
5,-2,15,0,11,6,8,78,9,-40,39,0
0,-11,39,0,2,-27,39,123,-1,17,15,0
7,-21,25,0,-4,-34,21,172,-1,-29,35,0
-6,27,26,0,7,16,33,254,3,8,21,0
9,-37,35,0,-9,-41,49,328,-8,20,32,0
-1,-37,16,0,6,-11,7,357,5,-38,27,0
2,24,42,0,9,-5,47,373,6,15,27,0
-1,-22,16,0,-9,-25,34,377,-10,-37,29,0
-1,-2,39,0,3,19,18,368,8,-17,16,0
4,-5,22,0,0,-43,40,365,0,-3,41,65
-4,-43,33,0,-10,12,17,324,-3,-22,22,111
10,23,31,0,12,-30,35,188,9,2,34,164
-8,6,3,0,-7,-53,23,112,-10,2,19,237
-8,-30,54,0,10,28,10,45,9,3,38,306
11,15,45,0,-5,-53,46,0,-7,3,37,353
-9,-29,10,0,7,26,13,0,-7,-22,19,367
3,6,44,0,0,-39,27,0,10,-2,37,375
2,-22,19,8,-8,14,33,0,-10,6,24,370
-7,-3,30,74,11,-25,14,0,11,-30,31,367
6,-11,49,120,-8,0,41,0,-10,-8,41,341
4,-11,10,174,10,33,20,0,10,-12,15,279
-6,22,18,253,-7,5,35,0,-9,-33,26,205
5,-37,43,321,9,-48,22,0,8,13,31,147
-6,18,8,362,29,28,33,0,-6,-39,24,63
2,-30,37,369,-2,-44,27,0,-7,-25,45,0
8,11,24,376,5,19,17,0,8,1,16,0
-11,-23,3,369,13,-35,37,0,-8,-36,40,0
-2,-2,54,365,-7,-38,20,0,12,13,23,0
4,-15,37,315,13,20,38,0,4,-47,8,0
-6,-38,13,249,5,-27,22,0,-1,18,49,0
7,16,48,181,1,0,36,0,6,-46,9,0
189,-7,7,111,11,26,22,17,-2,17,46,0
-6,-23,37,37,-4,-43,26,86,-2,9,44,0
6,0,22,0,8,28,36,130,-5,-39,11,0
-3,-32,29,0,10,-40,19,187,-5,20,47,0
1,5,30,0,-7,-28,34,257,5,-47,6,0
10,7,23,0,3,19,24,327,2,25,53,0
-9,-29,36,0,1,-30,15,356,-7,-5,5,0
10,-4,12,0,-7,9,45,369,11,-24,18,0
-9,-15,40,0,10,25,33,377,4,6,45,0
7,-30,18,0,-9,-44,19,372,-1,-37,8,0
-5,7,37,0,-4,23,40,368,11,7,39,0
3,-10,23,0,8,-44,21,337,-5,16,25,43
0,-15,30,0,-8,20,30,198,7,-38,4,109
-9,-11,28,0,9,6,46,123,11,-7,51,151
11,-30,18,0,-4,-33,7,53,-5,-11,33,216
5,0,40,0,4,11,25,0,12,-18,21,283
-1,-29,33,0,0,-38,36,0,-7,12,44,345
8,0,25,0,-10,16,7,0,12,-27,16,364
-4,2,31,0,10,-37,49,0,-6,-26,37,376
7,-36,22,36,-6,12,14,0,9,14,49,374
9,11,37,98,7,-33,7,0,-3,-36,6,369
-3,-39,32,141,-8,8,53,0,-6,-2,25,345
3,17,24,201,5,-2,5,0,9,-8,35,267
2,3,31,279,-5,-20,53,0,-8,-37,8,196
-6,-36,25,336,1,-4,6,0,9,23,48,134
8,19,23,364,9,-25,21,0,-9,-38,15,0
5,-46,38,372,-12,-2,40,0,0,-25,9,0
0,29,18,376,12,-25,14,0,4,11,47,0
5,-16,30,369,-11,-30,47,0,-4,-36,24,0
-1,-18,28,365,8,5,6,0,8,23,32,0
6,2,22,318,7,-37,53,0,-6,-26,28,0
8,-52,39,247,-8,-13,31,0,-6,-2,25,0
-2,24,33,181,7,-9,21,53,8,-12,34,0
9,5,23,110,-4,-24,8,110,-2,-14,20,0
7,29,38,34,-10,7,40,153,3,5,37,0
-6,-17,17,0,10,-27,22,218,0,-28,16,0
3,-17,45,0,-10,-35,8,291,-7,16,36,0
4,-53,9,0,-3,15,50,349,7,-28,23,0
0,31,29,0,6,-17,28,366,3,7,32,0
5,-42,34,0,-10,-10,23,378,-6,-18,27,0
-5,-35,17,0,6,-7,48,374,6,-7,28,0
6,24,45,0,-4,-48,11,367,-5,-9,3,0
-2,-26,7,0,-8,20,42,354,2,-38,24,0
3,1,41,0,10,-44,17,221,8,13,40,66
-1,32,18,0,0,-41,12,158,-10,21,20,115
0,-45,35,0,-1,24,45,80,9,-24,21,166
4,-16,29,0,6,-52,24,25,3,0,35,242
-9,5,3,0,-3,30,31,0,-5,-30,22,309
10,-40,55,0,10,-54,28,0,7,3,37,356
-8,16,6,0,-7,28,12,0,-8,6,22,369
-6,-30,14,0,7,27,40,0,6,-29,19,377
11,8,46,0,0,-25,17,0,-5,-2,36,374
-4,-23,16,26,3,-25,23,0,3,-17,25,369
3,-2,33,89,10,-48,38,0,2,-32,30,346
0,-11,50,1,-9,3,18,0,-3,11,29,283
-8,-38,11,194,12,4,38,0,4,-34,16,208
7,21,44,278,-6,-48,18,0,-10,-13,28,154
3,-37,41,331,8,26,40,0,9,-9,30,70
-4,19,10,364,-3,-42,16,0,-6,-40,24,6
6,-31,40,375,-6,18,29,0,5,9,42,0
-8,13,21,374,13,16,30,0,-2,-38,16,0
4,-27,4,369,-6,-37,25,0,2,6,40,0
8,1,54,356,4,11,34,0,12,13,22,0
-10,-18,2,285,4,-25,23,0,-8,-47,9,0
0,-37,16,220,-7,-1,32,30,-1,19,49,0
2,15,48,146,11,25,22,93,-2,-47,9,0
-5,-11,9,74,-5,-41,36,138,7,20,19,0
9,-19,48,2,-5,-12,35,199,-2,-38,40,0
-7,-4,339,0,8,4,19,271,8,-39,12,0
7,-32,33,0,-2,-28,40,334,-2,21,49,0
-5,6,28,0,4,18,25,360,-5,-48,5,0
3,3,24,0,12,-29,31,372,9,29,54,0
1,-26,33,0,-9,-36,44,378,1,-50,4,0
-11,-3,18,0,10,23,14,372,2,22,18,0
10,-16,42,0,4,-42,20,368,11,10,4,0
-10,-9,16,0,-3,-6,40,327,-7,-39,6,0
10,6,38,0,9,-8,13,244,10,10,41,64
-5,-10,21,0,-8,-21,32,187,5,-25,23,118
3,-15,31,0,8,4,28,41,-4,-5,4,166
-2,-10,29,0,-4,-38,6,0,7,18,52,236
3,-28,19,0,3,8,52,0,-3,-40,7,302
12,-1,39,0,14,-28,35,0,6,-19,19,355
-8,-28,19,0,-12,-1,21,0,1,7,41,366
-2,186,25,0,10,-14,51,0,-7,-29,15,378
7,0,33,0,-8,-36,10,0,12,7,37,374
-3,-27,22,58,8,11,44,0,-7,16,49,367
8,-34,35,111,-8,-32,20,0,10,-39,5,333
-1,8,33,224,4,7,33,0,-4,-2,53,252
-5,-37,33,303,-5,228,30,0,6,-7,35,183
9,16,24,349,-10,-27,4,0,9,-12,18,120
3,-38,24,367,11,2,48,0,-8,22,48,0
2,10,30,376,-13,-3,12,0,9,-39,15,0
9,-28,36,376,11,-25,40,0,-9,17,9,0
-6,-43,21,372,-10,0,21,0,10,-34,48,0
-1,28,29,354,8,-23,28,0,-9,13,10,0
6,-54,29,288,9,-5,32,0,-4,-28,48,0
-3,-31,27,222,-10,6,3,27,8,-44,9,0
7,-31,38,158,5,-37,53,93,8,26,25,0
0,28,2,87,-3,-15,9,133,-6,-45,34,0
4,28,39,5,-10,-8,40,190,7,27,20,0
2,-44,20,0,12,-25,52,269,-3,-40,38,0
-3,1,37,0,-11,8,6,337,-8,18,14,0
10,27,25,0,9,7,32,360,7,-29,37,0
-6,-56,12,0,7,-37,28,374,0,8,23,0
9,-7,45,0,-8,17,23,376,0,-19,32,0
-3,0,13,0,7,-17,48,368,7,-39,26,0
-5,-41,43,0,-4,-8,12,362,-9,17,29,0
8,19,14,0,-9,25,15,30,-6,0,14,8
-7,21,10,0,10,-51,41,228,7,-38,17,79
9,-42,47,0,-10,-24,11,170,-6,-18,40,122
-7,7,9,0,12,5,33,90,2,-2,21,177
1,-12,50,0,-8,-48,25,21,-2,-24,21,249
2,-13,28,0,-5,19,11,0,-11,5,36,315
-2,26,26,0,9,-37,44,0,10,-29,21,358
11,-43,52,0,-6,-20,14,0,-9,-27,36,370
-8,20,8,0,12,39,24,0,9,4,37,376
-6,-34,17,0,-7,11,34,0,-7,-20,19,372
-8,10,44,42,10,11,21,0,8,-4,37,367
5,-25,16,100,-8,-44,38,0,11,5,25,333
5,1,34,217,11,17,21,0,-9,-31,29,268
8,22,30,297,-6,-36,34,0,10,-10,40,194
-7,-39,12,348,-4,-5,24,0,-11,-11,16,133
7,22,42,367,7,-13,32,0,10,-13,42,0
2,-38,40,377,-5,-21,26,0,-9,8,31,0
-4,21,10,374,12,5,28,0,8,-36,25,0
5,-34,40,370,0,-42,36,0,-6,-22,41,0
-7,15,20,355,3,19,21,0,5,-1,17,0
-8,-29,32,281,11,-33,36,0,9,-32,40,0
7,4,52,222,-5,10,21,0,-8,10,23,0
-3,11,4,147,11,20,25,43,8,-44,11,0
0,-36,18,76,7,-43,34,101,11,16,48,0
10,14,45,3,-3,-1,34,152,3,-44,11,0
-9,-14,10,0,9,-11,36,217,0,17,45,0
9,-16,49,0,-1,-40,23,286,7,8,18,0
-8,10,8,0,4,25,35,341,-5,-39,12,0
7,-33,50,0,11,-38,40,361,8,21,50,0
-4,8,26,0,-8,18,16,374,9,-48,3,0
4,2,27,0,1,16,43,377,-4,28,55,0
11,-26,33,0,3,-35,32,369,6,-49,4,0
-11,-1,19,0,-3,22,21,363,2,22,17,5
11,-18,39,0,9,-20,42,3,-7,8,46,66
-10,-28,17,0,-8,-6,21,226,10,-41,7,116
10,6,40,0,8,20,14,170,3,11,42,161
-7,-11,20,0,11,-42,48,85,0,-25,22,232
5,-15,32,0,-9,20,26,22,6,-7,4,297
-3,2,26,0,13,-37,29,0,-4,21,55,354
5,41,19,0,-11,9,54,0,7,-44,5,367
11,-1,40,0,10,-30,4,0,11,-22,20,378
-8,-5,31,6,-7,0,21,0,-4,10,42,373
0,-25,27,76,-8,15,42,0,12,-32,14,317
6,-1,27,121,3,-35,10,0,-7,8,38,298
-2,-32,27,165,3,10,53,0,12,-19,48,255
8,8,33,236,8,-31,4,0,-7,-40,4,185
-2,-35,36,312,-10,7,36,0,10,27,26,123
-5,14,25,354,3,20,27,0,-4,-6,34,48
10,-3,24,368,10,-26,24,0,-7,-14,17,0
1,-31,27,377,-12,0,39,0,10,23,49,0
1,15,26,374,11,-4,14,0,-8,-38,13,0
4,-40,24,368,-10,-25,40,0,10,17,9,0
-6,23,18,343,-6,0,20,0,-9,-34,49,0
0,-49,30,269,9,-22,32,0,84,13,9,0
6,-7,29,206,-7,-6,30,0,10,-27,32,0
-3,-10,27,134,5,3,21,28,-9,1,30,0
7,-53,40,60,-2,-35,69,99,-5,25,24,0
-1,28,19,0,-9,-14,6,136,9,-44,35,0
5,-47,40,0,12,-8,44,199,-7,27,20,0
0,-41,18,0,3,-24,19,281,5,-41,41,0
2,24,18,0,-6,8,4,344,-2,20,17,0
4,-28,42,0,7,-28,54,364,-9,-31,36,0
10,-5,12,0,-9,-35,28,377,8,10,23,0
-6,0,46,0,7,17,24,376,0,-21,33,0
9,-46,11,0,10,-18,50,370,-3,-4,27,0
-4,22,46,0,-9,-7,10,356,3,19,29,22
8,19,41,0,11,24,43,288,-8,-40,30,93
-4,-40,12,0,3,-50,18,216,6,17,16,134
4,9,46,0,-1,23,11,1,7,-3,41,195
9,-16,12,0,7,4,47,75,-10,-23,20,273
-8,-48,48,0,-6,-40,25,19,2,0,21,331
11,28,24,0,9,23,29,0,0,-32,33,363
7,-45,30,0,-3,-55,31,0,-11,4,24,375
7,22,53,0,5,32,15,0,10,6,37,376
-7,35,6,5,0,-57,39,0,-11,-28,21,369
-7,-34,20,60,0,34,18,0,8,-3,21,363
10,18,41,110,11,12,38,0,-8,-16,34,310
-16,-39,14,159,-8,-40,24,0,6,-30,24,245
-6,22,35,234,9,28,34,0,-5,8,31,174
0,-38,29,309,-6,-49,36,0,-10,-12,40,109
4,21,12,353,7,35,19,0,11,-12,17,22
0,-39,43,366,0,-50,38,0,-10,7,27,0
11,20,40,378,-6,-19,20,0,10,-35,30,0
-9,-34,12,370,11,7,36,0,-9,5,17,0
-4,14,48,367,-5,-43,45,0,9,-4,42,0
5,-30,18,340,2,18,23,0,-6,-30,17,0
-7,-30,35,264,5,-31,23,0,5,6,18,0
4,9,52,207,-5,-38,16,0,-2,-41,45,0
-4,-22,5,124,9,20,27,46,8,16,12,0
-10,-3,54,55,7,-43,22,102,11,-42,48,0
12,13,7,0,-2,-4,35,154,-7,17,10,0
-10,-37,12,0,9,-8,28,224,-1,6,19,0
9,10,48,0,0,-13,18,298,7,-39,42,0
-9,-9,7,0,-7,23,37,346,-3,20,11,0
8,-19,51,0,10,-36,18,364,8,-47,49,0
-5,8,5,0,-7,17,32,376,-2,29,6,0
-8,-27,27,0,0,16,32,375,-3,-7,27,0
10,0,34,0,3,-34,15,370,9,-24,34,0
-11,5,19,0,-8,21,40,355,1,8,20,39
11,-19,40,0,9,-21,39,210,2,-43,19,97
-11,-7,17,0,8,-5,14,149,9,13,9,134
11,8,40,0,-5,19,34,0,-5,23,43,189
-7,-30,22,0,9,-41,26,0,0,-49,20,265
6,-16,31,0,-4,19,8,0,4,24,4,325
-4,-10,27,0,4,-38,51,0,-4,-8,54,362
-8,-22,19,0,4,9,8,0,7,-23,32,373
11,-4,40,0,-4,-29,23,0,-3,22,19,379
-8,-26,31,26,-8,1,40,0,-4,-32,47,373
1,0,25,98,-8,14,8,0,10,-34,15,364
5,-26,35,192,6,-35,45,0,-7,22,36,306
-6,-5,23,266,-8,10,16,0,11,-19,48,232
8,-17,36,330,5,-29,37,0,-6,-4,3,164
-2,-13,32,361,-16,6,27,0,10,-5,25,100
-4,-4,23,374,224,-25,24,0,-5,-41,35,21
9,-40,30,375,-7,-2,48,0,-5,22,5,0
0,15,26,368,-10,-3,13,0,9,4,49,0
1,-35,33,357,-1,-25,39,0,-7,-28,15,0
9,12,39,303,11,0,21,0,9,13,7,0
-6,-32,17,233,-11,-21,32,0,-9,-34,52,0
0,-1,30,169,8,-8,31,0,0,18,7,0
6,26,29,94,-6,1,21,66,4,-26,29,0
-2,-53,21,27,-8,-33,52,116,-4,0,31,0
7,-15,41,0,10,-15,8,159,10,-13,22,0
-28,1,17,0,-4,-8,45,224,-8,-10,36,0
0,-52,40,0,0,-24,53,301,-7,2,18,0
-2,20,19,0,11,6,5,351,10,-40,41,0
9,-34,20,0,-10,-26,34,364,-9,18,18,0
-5,-45,41,0,10,-35,27,377,4,-31,33,0
10,29,12,0,-10,16,4,373,0,12,24,0
-3,-8,46,0,-9,-18,49,367,-8,-23,32,0
8,-21,30,0,10,-8,9,345,8,-3,27,0
-5,14,22,0,-8,22,15,272,3,18,27,68
-4,-36,39,0,3,-48,45,205,-5,-40,30,115
8,14,15,0,0,22,17,140,6,18,17,164
-6,28,43,0,-10,1,34,62,-7,0,40,240
8,-47,13,0,12,-36,24,0,3,-4,19,304
-7,-6,38,0,-8,20,9,0,9,-24,21,355
10,-4,21,0,10,-50,46,0,-11,8,33,365
0,-24,8,0,-6,29,31,0,-2,-32,24,376
0,12,52,58,7,-19,24,0,3,-26,37,368
11,-39,31,109,0,-16,35,0,-6,7,22,368
-9,14,22,158,-6,10,19,0,8,-30,21,339
9,-30,48,225,10,-37,39,0,-8,-4,34,278
8,4,13,307,-9,26,21,0,6,-16,24,206
-5,-15,37,352,10,-49,32,0,-5,-31,31,137
6,-6,47,368,-6,2,25,0,2,8,39,63
-1,22,11,379,7,-7,31,0,3,-11,17,0
-1,-39,24,373,-1,-18,27,0,-4,-13,27,0
8,21,37,367,-6,75,19,0,9,-10,30,0
-7,-34,13,332,12,8,36,0,-9,-33,17,0
-3,14,45,252,-6,-44,22,0,9,4,41,0
4,-30,16,194,2,18,245,0,-6,-33,37,0
-8,4,7,110,4,21,22,0,3,5,17,0
4,7,50,39,-6,-41,34,60,0,7,43,0
8,-32,24,0,10,6,35,109,-9,-42,12,0
-9,-1,26,0,8,-20,24,164,13,15,47,0
10,-17,37,0,-2,-43,36,231,-8,-43,10,0
-10,-12,15,0,8,25,28,302,21,-21,21,0
9,8,50,0,-1,-40,31,346,-3,7,41,0
-36,-30,10,0,3,22,37,364,7,-40,13,0
7,-16,42,0,11,6,20,376,-4,21,49,0
-6,-2,20,0,-8,-27,40,374,8,-48,4,0
7,-27,30,0,0,17,31,369,10,30,56,0
-9,0,31,0,4,-28,21,351,-5,-8,32,0
11,5,22,0,-8,9,39,282,8,-24,22,60
-10,-28,38,0,10,19,23,206,3,9,41,116
11,7,13,0,-9,-40,16,149,1,-47,9,158
-11,-14,41,0,-6,19,46,60,9,17,47,223
12,-14,20,0,11,-10,8,0,-7,26,17,293
-7,4,32,0,-10,-17,30,0,-1,-52,3,344
6,-31,27,0,13,0,31,0,5,-4,55,365
9,-22,18,37,-11,-28,10,0,-4,-9,28,376
-7,-4,40,104,10,8,49,0,7,-49,22,375
6,-26,17,208,-9,-33,39,0,-1,24,49,368
1,0,26,281,-7,14,13,0,6,-35,13,353
-8,-33,32,340,7,-17,49,0,1,-37,11,286
11,9,21,365,-8,-10,7,0,-5,25,48,219
-5,-16,24,375,8,-7,37,0,11,-20,3,151
-2,-12,34,374,9,-18,28,0,-5,-5,27,12
9,-5,22,368,9,0,24,0,9,30,34,0
-1,-27,30,346,0,-24,39,0,6,-42,3,0
4,9,26,276,-2,0,16,0,-5,22,17,0
0,-38,21,209,11,-23,38,0,8,7,46,0
-6,14,40,145,-10,-27,22,0,-7,-31,6,0
2,-33,17,70,8,1,257,0,9,13,38,0
4,1,32,0,9,-30,31,21,-7,-29,25,0
-7,23,29,0,-10,-9,22,96,0,8,29,0
6,-52,17,0,11,-17,52,133,3,-23,32,0
7,30,40,0,-3,-33,7,193,-3,-2,22,0
-4,-5,17,0,-1,5,45,273,10,-11,46,0
8,-29,23,0,3,-7,19,334,-7,-12,12,0
-4,22,37,0,-11,-23,5,361,-6,24,40,0
63,-37,20,0,10,4,52,377,9,-39,17,0
10,-41,42,0,-10,-27,28,375,-3,18,33,0
-4,28,14,0,-9,0,23,369,2,-30,25,0
4,-47,44,0,10,15,51,356,8,11,30,0
3,-17,12,0,-9,-41,11,292,-7,-24,29,58
2,9,46,0,2,-7,42,213,7,-2,27,111
5,-40,9,0,1,-14,43,75,3,17,38,153
