x Normal 1,y Normal 1,z Normal 1,i Normal 1,SEP, x Normal 4, y Normal 4, z Normal 4, i Normal 4
8,-40,46,0,,8,-32,47,0
0,-11,39,0,,-4,8,11,0
0,-5,18,0,,3,-14,22,0
9,-40,48,0,,4,-14,40,0
-9,2,,,,-6,11,20,0
0,14,0,,,8,-34,35,0
8,-40,41,0,,5,-30,47,0
6,-28,44,64,,-7,13,6,0
-6,10,9,112,,5,-29,31,0
8,-38,50,158,,-4,6,28,0
-6,11,23,232,,-8,20,9,0
5,-29,31,308,,11,-46,49,18
-4,-2,31,351,,-11,24,7,88
1,-10,22,372,,12,-50,51,133
2,-17,39,378,,-10,30,10,194
-4,9,14,373,,-3,3,13,271
3,-33,44,373,,7,-34,46,32
-7,8,25,350,,9,,,
3,-17,27,278,,-6,18,7,364
-5,-4,35,211,,9,-44,50,373
0,-3,20,141,,-9,30,9,376
-1,-19,41,64,,1,-11,23,369
-8,16,18,0,,-2,-14,39,365
9,-30,34,0,,-2,5,11,320
-8,8,27,0,,2,-27,48,248
-5,15,13,0,,-4,18,10,175
8,-34,44,0,,4,-35,48,101
-5,-3,31,0,,-8,17,11,25
6,-13,24,0,,6,-13,20,0
8,-34,41,0,,-3,-13,40,0
-8,13,17,0,,1,-3,19,0
9,-29,35,0,,9,-32,37,0
3,-16,35,0,,-10,9,21,0
-2,2,17,0,,-1,-1,17,0
9,-26,32,0,,5,-22,39,0
-8,7,25,0,,-6,6,27,0
-6,7,15,0,,7,-20,28,0
8,-24,40,0,,-4,2,30,0
-3,4,26,0,,-9,9,20,0
3,-23,30,0,,4,-16,24,0
10,-31,39,67,,0,-4,32,0
,,,,,-10,13,19,0
-7,7,18,115,,11,-31,38,0
11,-34,40,160,,-7,13,19,0
-7,11,19,238,,9,-34,36,0
9,-37,40,316,,9,-20,36,49
-3,8,20,354,,-6,0,19,106
-4,-1,19,372,,13,-29,41,147
11,-28,41,378,,-8,8,16,213
-6,9,17,373,,4,-28,30,294
11,-35,39,368,,4,-5,27,341
-6,13,17,337,,-1,-19,28,368
10,-37,41,257,,8,-13,32,3
-5,13,16,192,,76,,,
7,-35,39,117,,-6,-4,23,374
-3,5,22,51,,11,-24,35,368
-6,4,17,0,,-6,6,18,351
9,-37,42,0,,4,-30,36,284
1,-7,27,0,,0,2,22,226
3,-17,29,0,,2,-20,33,157
10,-38,45,0,,5,-9,26,90
-5,8,14,0,,-6,10,16,18
1,-8,24,0,,10,-37,43,0
5,-26,40,0,,-3,8,15,0
-1,5,15,0,,-2,-3,21,0
6,-25,35,0,,8,-27,41,0
-4,0,29,0,,-2,2,17,0
-7,14,9,0,,6,-28,37,0
9,-41,48,0,,9,-33,47,0
0,-9,37,0,,-4,9,9,0
0,-8,20,0,,1,-14,24,0
9,-40,48,0,,4,-15,39,0
-9,18,14,0,,-3,0,13,0
-4,-3,17,0,,8,-37,36,0
6,-26,44,63,,-6,13,21,0
,,,,,-6,12,7,0
-5,7,12,110,,8,-36,50,0
8,-37,40,160,,-5,9,26,0
-7,13,22,230,,2,-28,29,0
6,-31,32,309,,10,-45,48,45
-4,1,29,348,,-10,24,6,104
2,-15,24,370,,12,-49,51,152
9,-41,45,377,,-10,30,9,224
-9,23,16,374,,10,-49,45,307
8,-36,36,373,,-9,,,
-7,13,23,348,,21,16,352,
3,-23,30,273,,7,-38,36,370
-6,2,30,212,,-4,9,26,377
-8,24,12,136,,-9,27,9,374
8,-39,45,63,,8,-46,44,372
-10,18,15,0,,-9,26,12,353
9,-35,36,0,,8,-39,42,281
3,-29,44,0,,-8,19,19,212
-3,12,13,0,,-5,18,10,138
8,-32,44,0,,5,-36,47,66
-6,1,28,0,,9,-37,44,0
6,-18,26,0,,9,-37,44,0
8,-34,41,0,,-5,-12,47,0
-8,15,17,0,,0,-2,8,0
4,-7,23,0,,13,-33,41,0
1,-13,36,0,,-8,11,10,0
-9,11,21,0,,4,-32,30,0
8,-28,33,0,,6,-24,42,0
-8,10,23,0,,-12,0,8,0
-3,4,18,0,,9,-19,32,0
7,-23,40,0,,-12,-8,17,0
,,,,,0,-19,22,0
-4,5,25,0,,10,-30,39,0
3,-24,31,9,,-10,13,17,0
11,-30,38,77,,11,-31,40,0
-6,7,18,120,,3,-10,34,0
12,-32,42,169,,-3,-7,23,0
-7,10,16,248,,8,-19,36,36
11,-38,40,327,,-6,8,21,98
-3,10,18,360,,8,-32,34,136
8,-33,40,374,,-1,7,26,187
0,8,20,376,,-6,6,16,264
-7,8,15,370,,11,-35,40,329
11,-35,40,366,,-7,10,16,363
-7,14,16,331,,11,-37,42,374
11,-38,44,252,,,,,
-5,16,12,188,,-4,16,16,375
6,-39,41,112,,7,-37,37,365
8,-28,39,41,,-3,8,20,360
-4,4,17,0,,-6,4,19,310
10,-37,42,0,,11,-32,43,236
0,-2,26,0,,-4,12,14,168
5,-19,30,0,,8,-38,43,96
10,-40,46,0,,-7,10,16,27
-4,11,14,0,,10,-37,41,0
9,-37,43,0,,7,-24,35,0
4,-25,38,0,,-3,0,20,0
-2,5,14,0,,8,-31,39,0
6,-28,35,0,,-3,0,19,0
-4,1,27,0,,-3,3,15,0
-5,14,10,0,,10,-35,46,0
8,-41,48,0,,-5,11,11,0
-10,20,8,0,,1,-11,23,0
1,-9,21,0,,3,-18,40,0
1,-15,39,0,,-9,12,16,0
-9,17,15,0,,9,-36,37,0
11,-39,39,43,,6,-30,49,0
-,,,,,-7,13,7,0
9,12,18,102,,8,-36,49,0
8,-34,40,151,,-4,7,26,0
6,-29,45,210,,4,-27,28,0
-8,9,13,286,,12,-43,47,55
9,-35,44,340,,-12,21,9,110
-8,15,13,365,,11,-47,51,160
9,-36,42,376,,-11,26,8,234
-9,20,18,372,,12,-48,45,315
-7,15,12,339,,-10,22,16,356
-7,15,12,325,,6,-38,36,372
5,-21,26,289,,-5,,,
6,-34,45,220,,12,25,377,
-8,22,13,149,,-10,24,12,372
8,-38,43,72,,9,-42,45,368
-2,-12,36,0,,-9,25,12,328
0,0,14,0,,8,-40,43,249
3,-25,45,0,,-9,21,17,182
-8,15,22,0,,6,-30,35,106
9,-28,32,0,,-7,6,25,41
7,-32,43,0,,-8,17,10,0
-7,13,13,0,,8,-38,46,0
6,-21,26,0,,-8,19,14,0
-2,-3,33,0,,2,-6,20,0
3,-8,22,0,,3,-16,39,0
9,-32,37,0,,-10,13,18,0
-9,12,19,0,,9,-31,34,0
-2,-3,20,0,,-6,8,23,0
4,-17,38,0,,-4,8,16,0
-3,3,19,0,,9,-23,31,0
8,-26,34,0,,-4,4,28,0
-4,,,,,4,-17,26,0
,5,23,0,,9,-30,38,0
-6,3,20,0,,-8,14,17,0
5,-26,32,52,,1,-11,24,0
0,-2,28,104,,3,-8,34,0
3,-21,30,151,,-8,12,17,0
3,-6,30,206,,9,-34,37,25
0,-17,25,288,,-5,9,20,88
12,-38,41,343,,-4,-2,20,132
-4,11,16,366,,12,-26,41,186
7,-34,40,377,,-7,5,15,262
-1,10,19,374,,12,-36,42,
4,-31,31,367,,,330,,
1,0,28,355,,-5,12,15,363
-7,15,14,295,,11,-37,44,375
11,-40,46,221,,-5,16,14,375
-5,18,10,153,,8,-38,37,367
8,-43,45,75,,10,-24,37,357
-5,13,17,5,,-5,6,18,303
-4,2,16,0,,10,-32,44,230
9,-37,44,0,,-5,14,11,162
-6,12,12,0,,9,-40,43,88
6,-26,32,0,,-7,12,16,17
2,-10,29,0,,1,-11,25,0
-5,14,13,0,,7,-24,35,0
8,-41,44,0,,-2,0,20,0
3,-22,37,0,,9,-33,40,0
-1,4,17,0,,-2,2,20,0
7,-30,45,0,,-3,5,15,0
-6,5,22,0,,9,-36,44,0
5,-26,29,0,,-1,-8,28,0
7,-40,50,0,,2,-10,24,0
-8,21,6,0,,8,-36,44,0
3,-14,25,0,,-9,12,15,0
0,,,,,8,-36,38,0
-11,36,0,,,5,-30,48,0
-10,18,13,2,,-7,12,7,0
10,-40,41,69,,7,-30,36,0
-9,13,16,116,,-5,7,27,0
9,-35,42,170,,-9,15,11,0
-6,10,20,240,,11,-40,46,54
7,-29,34,317,,-10,19,10,112
6,-32,42,353,,11,-43,49,165
-9,17,19,368,,-9,22,12,237
-3,-1,19,369,,11,-42,43,319
5,-31,34,367,,,,,
5,-31,34,367,,-10,17,17,357
-10,10,25,328,,7,-35,34,374
3,-25,35,249,,8,-32,44,377
-5,10,33,184,,-9,21,14,370
-7,19,14,108,,8,-39,42,369
7,-37,44,37,,-10,22,14,326
-8,8,0,0,,9,-37,40,245
3,-3,20,0,,-9,20,19,178
0,-28,32,0,,6,-29,34,102
-9,18,20,0,,-7,6,27,38
9,-32,33,0,,-9,18,11,0
-8,7,23,0,,10,-40,46,0
-4,11,13,0,,-9,21,15,0
8,-34,43,0,,1,-5,19,0
-4,0,31,0,,2,-18,39,0
3,-12,23,0,,-10,14,19,0
9,-33,39,0,,9,-32,35,0
-9,13,19,0,,6,-25,40,0
10,-30,36,0,,-6,10,16,0
2,-16,38,0,,8,-28,39,0
-2,2,19,0,,-5,4,28,0
9,-26,33,0,,4,-17,24,0
-5,5,24,0,,10,-31,40,0
-6,2,21,16,,-9,14,17,0
10,-2,,,,11,-30,39,0
7,38,87,,,3,-9,31,0
-6,5,19,125,,-3,-9,24,0
12,-30,40,181,,10,-33,36,62
-7,7,16,254,,-6,9,21,111
3,-18,25,328,,8,-32,37,157
6,-14,34,357,,-2,8,22,218
-3,-8,20,374,,6,-31,33,297
9,-21,37,375,,12,-35,41,348
-6,3,16,369,,-6,11,15,368
6,-31,32,365,,11,-,,
0,2,27,336,,37,45,375,
1,-22,28,262,,-5,17,14,368
2,-6,32,204,,8,-39,39,365
-6,19,9,135,,-2,12,19,339
9,-45,46,60,,6,-33,37,266
-7,15,16,0,,-2,6,23,207
9,-41,39,0,,-5,14,11,134
11,-35,44,0,,10,-42,45,57
-6,12,12,0,,-7,15,16,0
7,-30,34,0,,10,-43,43,0
0,-6,28,0,,-6,13,16,0
-8,14,12,0,,-2,0,18,0
10,-43,46,0,,9,-33,42,0
-5,16,14,0,,-1,5,19,0
-1,2,19,0,,5,-28,34,0
6,-29,44,0,,8,-39,45,0
-8,8,20,0,,-5,15,11,0
6,-30,31,0,,2,-11,25,0
-4,4,28,0,,3,-17,39,0
-8,22,7,0,,-1,1,14,0
3,-17,27,,,7,-38,40,0
0,,,,,-7,14,18,0
-1,-8,34,0,,-5,14,9,0
0,-8,19,13,,8,-34,50,0
11,-42,43,86,,-5,7,25,0
-9,15,16,125,,4,-26,29,16
9,-35,42,184,,-3,-4,30,85
-8,11,19,258,,-9,18,10,127
8,-28,35,329,,9,-40,49,181
-5,1,25,355,,-9,19,12,260
-6,13,16,372,,9,-40,43,329
8,-32,43,375,,-9,15,17,360
-10,16,18,368,,7,-32,36,374
8,-32,35,366,,,,,
-8,14,21,320,,7,-28,43,376
7,-26,34,241,,-9,17,14,369
-8,8,26,181,,7,-36,41,367
-8,17,12,104,,-9,21,14,321
8,-36,43,32,,8,-36,41,240
-8,19,13,0,,-9,19,19,175
3,-8,21,0,,6,-30,36,99
-1,-16,40,0,,5,-33,45,34
-1,2,14,0,,-7,17,9,0
11,-35,37,0,,6,-20,25,0
-8,11,22,0,,-4,-5,36,0
-3,10,15,0,,1,-7,18,0
6,-32,42,0,,11,-39,41,0
-7,16,14,0,,-9,15,17,0
5,-15,25,0,,0,2,15,0
-3,-7,33,0,,4,-25,43,0
-9,14,18,0,,-7,11,23,0
8,-30,36,0,,8,-23,29,0
-8,12,20,0,,-5,2,29,0
0,0,20,0,,-8,13,16,0
4,-,,,,10,-31,40,0
19,36,0,,,-2,-5,33,0
-5,5,24,0,,1,-9,23,0
8,-26,32,45,,10,-30,38,0
9,-25,36,102,,-7,10,20,0
-4,3,19,146,,10,-31,36,45
12,-29,41,207,,-6,6,21,101
-6,5,16,282,,-5,-3,20,149
11,-36,41,345,,11,-25,40,209
-5,9,17,365,,-6,2,17,286
0,-10,22,376,,12,-34,41,343
8,-19,38,374,,-7,10,15,365
-7,0,15,369,,12,-3,,
11,-31,43,355,,7,44,376,
-7,12,12,295,,-5,16,16,373
12,-38,49,218,,9,-39,40,366
-6,18,8,159,,8,-22,37,348
0,-17,25,78,,-6,3,15,284
6,-15,38,13,,11,-32,45,213
0,-5,16,0,,-5,15,11,144
11,-43,42,0,,11,-43,47,63
-5,13,22,0,,-8,16,13,0
8,-34,34,0,,0,-16,24,0
10,-41,47,0,,8,-20,37,0
-6,16,12,0,,-2,0,17,0
4,-21,27,0,,9,-41,41,0
2,-15,35,0,,-2,7,21,0
-2,0,18,0,,-5,7,14,0
9,-38,40,0,,5,-31,35,0
-7,11,20,0,,1,-4,26,0
-4,11,9,0,,0,-12,25,0
8,-37,50,0,,9,-40,46,0
-6,6,27,0,,-9,17,13,0
4,-20,28,0,,-2,0,13,0
10,-43,50,0,,6,-29,48,0
-11,20,13,18,,-8,17,17,0
12,,,,,7,-33,37,0
-43,42,88,,,-5,7,25,0
-9,15,16,128,,-10,15,10,3
9,-35,39,189,,12,-41,47,73
-7,9,21,257,,-10,18,11,122
-6,5,16,326,,10,-41,47,181
6,-33,40,355,,-9,18,12,256
-7,13,16,372,,-2,-8,22,329
8,-32,40,376,,3,-22,38,358
-10,15,18,368,,-4,5,17,374
8,-31,35,366,,,,,
2,-21,39,319,,8,-28,42,376
-6,11,14,242,,-10,16,15,368
5,-28,43,176,,8,-36,40,368
-8,16,14,99,,-9,20,14,324
8,-36,41,31,,-2,-1,18,242
-10,18,12,0,,1,-18,41,178
2,-11,23,0,,-5,9,15,108
0,-12,38,0,,6,-31,42,37
-9,22,16,0,,-7,16,10,0
11,-39,39,0,,6,-21,28,0
-9,15,19,0,,-4,-3,34,0
-3,7,15,0,,-9,22,12,0
7,-31,43,0,,11,-40,43,0
-4,8,24,0,,-10,17,16,0
5,-20,29,0,,8,-35,38,0
9,-34,41,0,,4,-24,41,0
-9,16,16,0,,-3,10,15,0
10,-33,40,0,,9,-25,31,0
2,-11,35,0,,-6,3,28,0
0,-2,21,0,,-8,13,15,0
,,,,,8,-32,40,0
8,-29,39,0,,-8,14,16,0
-6,8,21,0,,3,-9,24,0
-4,0,22,51,,1,-10,33,0
9,-25,37,105,,-8,10,18,0
-5,4,18,149,,11,-31,37,60
10,-30,42,213,,-5,6,21,109
-5,5,15,288,,-3,-2,20,158
4,-22,31,348,,10,-24,40,226
4,-8,31,365,,-5,1,15,300
1,-13,25,377,,10,-33,42,350
6,-15,35,373,,-6,9,14,367
-5,-3,16,368,,11,-34,43,377
9,-28,42,354,,-5,14,15,370
-1,9,22,301,,9,-37,,
6,-29,35,226,,,38,365,
-2,3,25,169,,8,-22,39,341
1,-24,27,89,,-5,4,14,274
11,-45,48,18,,11,-31,47,205
-7,16,11,0,,-6,13,10,133
10,-44,44,0,,11,-42,46,53
-6,15,17,0,,-8,15,12,0
-3,3,11,0,,10,-41,41,0
9,-39,48,0,,10,-41,41,0
-2,5,25,0,,6,-35,41,0
5,-25,28,0,,6,-35,41,0
9,-44,47,0,,-3,8,18,0
-6,21,12,0,,-1,15,19,0
9,-40,42,0,,12,-40,34,0
4,-26,43,0,,-12,12,6,0
-2,10,9,0,,3,-10,25,0
8,-35,36,0,,3,-27,25,0
-8,9,23,0,,-10,18,13,0
-7,21,7,0,,9,-41,42,0
,,,,,-8,17,18,0
9,-44,50,0,,-7,14,10,0
-5,-5,34,0,,8,-37,49,0
3,-12,18,56,,-10,16,11,0
-1,-20,40,112,,5,-24,26,61
0,2,18,156,,-3,-8,33,112
9,-37,41,221,,2,-12,25,164
-8,10,21,298,,3,-13,34,229
9,-27,33,351,,-3,-7,20,306
-7,0,27,366,,11,-36,40,352
5,-13,26,377,,-9,10,20,368
8,-32,42,373,,,,,
-10,16,18,368,,,,,
8,-32,35,349,,7,-26,32,378
-12,14,20,274,,-6,5,29,369
9,-28,35,200,,3,-14,24,367
-8,10,26,130,,-2,-9,36,340
6,-23,30,53,,-2,0,18,272
-6,0,30,0,,9,-34,40,204
-9,15,14,0,,-8,18,19,132
11,-37,43,0,,8,-32,36,54
0,-8,38,0,,-7,9,24,0
0,-6,18,0,,-9,16,11,0
11,-38,38,0,,10,-39,47,0
-9,14,20,0,,-10,23,12,0
9,-31,33,0,,3,-13,21,0
7,-26,41,0,,0,-14,36,0
-6,13,17,0,,-1,-2,18,0
6,-22,27,0,,10,-38,38,0
-4,-1,30,0,,-7,16,21,0
2,-11,24,0,,-5,11,17,0
10,-32,39,0,,7,-29,40,0
-8,14,20,0,,-9,13,15,0
0,-4,21,0,,4,-20,27,0
4,-19,34,0,,-1,-1,30,0
-5,0,23,20,,-6,15,16,0
1,,,,,9,-31,40,0
0,-28,34,93,,-8,11,18,0
-3,3,25,127,,-3,-9,25,43
5,-26,33,186,,7,-18,35,102
0,-2,24,254,,-3,-2,23,150
-6,5,16,320,,10,-23,38,212
11,-36,44,357,,-5,0,16,288
-5,12,13,373,,6,-30,35,346
9,-36,44,377,,2,1,25,365
-4,14,16,367,,3,-22,,
9,-36,40,362,,,31,377,
9,-26,42,319,,5,-6,30,375
-7,7,12,250,,-6,14,13,368
10,-35,48,181,,11,-38,41,358
-5,15,7,111,,-4,15,18,301
12,-43,51,32,,7,-36,41,225
7,-21,42,0,,-3,11,17,165
7,-21,42,0,,3,-32,35,85
-7,19,15,0,,2,-1,29,25
-7,19,15,0,,-8,16,10,0
9,-44,43,0,,11,-47,48,0
-3,9,22,0,,6,-16,38,0
-6,13,9,0,,-1,-4,15,0
6,-30,32,0,,8,-31,45,0
1,-5,31,0,,-3,11,20,0
1,-9,22,0,,7,-33,34,0
9,-43,44,0,,9,-41,46,0
-8,18,14,0,,-5,20,12,0
-2,6,11,0,,11,-42,46,0
5,-33,50,0,,1,-18,39,0
-7,15,19,0,,0,1,12,0
7,-,,,,9,-42,43,0
30,34,0,,,-8,17,17,0
8,-45,52,0,,-5,14,8,0
-10,23,6,33,,8,-38,50,0
11,-48,48,100,,-10,17,8,0
-10,23,14,148,,5,-23,25,65
10,-42,42,222,,-3,-9,34,113
-10,13,19,303,,3,-9,24,163
8,-31,34,355,,10,-40,44,234
-6,2,27,366,,-10,14,16,315
-5,18,13,379,,10,-34,39,356
7,-36,43,374,,-8,8,21,37
-9,18,15,369,,0,,,
9,-36,39,351,,7,-22,32,379
-11,17,18,278,,-6,1,31,369
9,-28,38,200,,3,-12,22,368
-10,11,24,126,,-3,-12,38,334
7,-24,30,48,,0,1,16,269
7,-32,41,0,,9,-34,40,198
-8,16,14,0,,-9,17,21,127
8,-36,44,0,,7,-31,35,50
-4,-5,35,0,,-9,9,24,0
3,-10,18,0,,-7,14,11,0
12,-38,40,0,,9,-37,47,0
-9,16,19,0,,-4,1,33,0
8,-32,36,0,,3,-14,21,0
5,-23,40,0,,11,-41,42,0
-5,11,15,0,,-9,19,16,0
7,-23,29,0,,10,-37,39,0
-4,1,30,0,,5,-21,41,0
-8,15,16,0,,-5,9,16,0
9,-32,40,0,,7,-28,31,0
-8,15,17,0,,-6,6,26,0
2,-6,23,0,,5,-19,27,0
4,-16,34,0,,9,-32,42,0
-7,9,22,26,,-8,16,16,0
,,,,,3,-11,25,0
,,,,,2,-11,33,0
9,-31,34,94,,-7,12,20,24
-4,4,24,126,,11,-33,37,93
-3,3,21,183,,-5,8,20,128
11,-28,40,260,,8,-31,38,186
-5,3,16,326,,-3,5,21,257
10,-33,42,360,,-5,2,16,325
-5,10,14,374,,11,-34,43,358
11,-34,43,376,,-7,10,1,
-5,12,15,368,,2,374,,
8,-36,40,358,,10,-37,45,374
8,-23,41,308,,-7,15,12,368
2,-33,34,93,,10,-40,42,360
2,-33,34,72,,-6,16,15,308
12,-40,49,54,,9,-39,42,233
12,-40,49,22,,-3,14,16,171
2,0,36,0,,-5,11,10,91
-5,-23,18,0,,12,-41,49,19
14,-44,52,0,,-8,16,8,0
-7,20,12,0,,2,-25,25,0
2,-48,36,0,,6,-13,37,0
9,-31,48,0,,0,-8,17,0
-4,10,1,0,,11,-48,46,0
8,-41,45,0,,-4,15,17,0
0,1,29,0,,-5,7,13,0
-7,21,12,0,,9,-40,46,0
10,-44,45,0,,-1,3,26,0
-8,21,13,0,,2,-18,26,0
-1,2,12,0,,1,-15,36,0
6,-31,48,0,,-8,22,12,0
-8,19,17,0,,8,-44,46,0
8,-36,36,0,,4,-27,46,0
-7,6,28,0,,-4,15,9,0
-10,24,6,,,8,-38,38,0
,45,,,,-7,8,26,0
11,-50,50,105,,-9,20,6,41
-10,28,11,157,,11,-46,49,103
11,-47,43,233,,-9,23,12,151
-10,18,17,312,,10,-44,44,222
10,-36,35,358,,-10,16,16,304
-7,7,25,370,,9,-35,38,354
-5,19,14,379,,-7,7,22,366
6,-37,43,372,,,,,
-9,20,13,367,,,,,
8,-37,41,337,,-4,12,14,378
-11,20,16,257,,6,-32,44,373
7,-31,37,184,,-9,17,14,368
-10,12,23,109,,8,-36,40,348
8,-27,32,31,,-10,19,15,272
7,-29,41,0,,8,-33,40,198
-8,13,13,0,,-10,16,20,124
8,-34,43,0,,8,-30,33,45
-4,-2,33,0,,6,-30,40,0
3,-13,23,0,,-8,15,12,0
11,-36,41,0,,9,-37,47,0
-9,16,18,0,,-5,2,32,0
8,-34,36,0,,4,-16,22,0
5,-20,37,0,,12,-41,44,0
-4,8,18,0,,-9,19,17,0
8,-27,32,0,,9,-37,40,0
-5,4,27,0,,4,-21,39,0
-8,13,17,0,,-4,8,15,0
9,-32,39,0,,9,-29,31,0
-7,16,17,0,,-6,6,28,0
2,-9,25,0,,-7,13,16,0
2,-15,33,0,,8,-32,40,0
-8,11,19,,,-2,-2,30,0
,44,,,,3,-11,25,0
10,-32,36,105,,2,-11,33,0
-3,7,22,144,,-7,11,20,28
8,-29,36,210,,10,-32,36,97
-2,1,22,281,,-5,6,22,130
-4,3,15,340,,8,-29,37,189
10,-33,42,363,,10,-25,38,271
-4,10,14,377,,-5,1,17,336
9,-34,44,373,,10,-32,42,361
-6,11,13,367,,-6,,,
9,-36,42,353,,9,14,375,
6,-18,39,294,,12,-35,45,374
-4,0,16,225,,-6,14,13,368
6,-25,44,161,,10,-38,42,357
-4,4,11,89,,-5,15,15,300
4,-35,39,18,,10,-38,43,221
0,1,27,0,,-2,14,17,159
4,-24,28,0,,-6,8,11,82
12,-42,51,0,,12,-39,48,9
-7,16,9,0,,-7,15,8,0
1,-13,17,0,,3,-25,26,0
6,-26,44,0,,5,-9,38,0
-5,13,18,0,,-8,21,9,0
8,-35,34,0,,11,-50,46,0
-3,3,29,0,,8,-28,42,0
-7,18,12,0,,-5,7,12,0
10,-42,45,0,,10,-40,48,0
0,-15,40,0,,0,5,27,0
0,0,13,0,,1,-20,25,0
8,-42,44,0,,12,-46,46,0
-9,20,16,0,,-9,24,11,0
,,,,,10,-46,46,0
9,-39,37,0,,5,-25,46,0
8,-42,52,0,,-6,14,8,0
-9,23,5,45,,9,-40,41,0
7,-27,24,104,,-8,11,25,0
-5,-6,37,147,,-9,21,6,56
2,-8,20,213,,12,-48,49,111
3,-24,42,285,,-10,27,10,169
-2,9,14,343,,11,-47,45,244
9,-41,38,363,,-11,19,14,320
-8,11,23,376,,10,-40,38,358
8,-20,28,376,,-8,12,,
-7,-3,33,368,,22,372,,
3,-7,17,360,,7,-23,32,379
-4,-16,41,296,,-7,1,29,369
0,7,15,231,,-9,20,13,367
9,-34,40,162,,10,-39,43,322
-11,14,22,82,,-11,23,13,240
9,-28,30,8,,8,-36,41,174
5,-30,41,0,,-9,18,18,100
-6,13,15,0,,8,-32,35,22
9,-33,44,0,,-8,9,24,0
-5,1,32,0,,-8,11,13,0
4,-17,23,0,,8,-35,45,0
10,-37,40,0,,-4,6,28,0
-8,16,18,0,,4,-19,25,0
9,-33,38,0,,11,-40,45,0
4,-16,37,0,,-10,20,15,0
-5,5,18,0,,10,-38,40,0
7,-28,31,0,,-7,19,19,0
-5,6,28,0,,-4,7,18,0
-7,12,17,0,,7,-26,39,0
9,-30,41,0,,-2,0,31,0
-7,15,17,0,,-2,0,31,0
1,-13,26,0,,-8,17,14,0
2,-10,31,0,,-8,17,14,0
-7,1,,,,3,-13,26,0
2,19,62,,,1,-10,31,0
11,-34,38,113,,-2,-8,23,55
-5,10,21,160,,12,-33,39,109
8,-33,36,232,,-4,8,21,152
-2,4,18,301,,8,-30,38,218
-4,2,19,355,,-4,4,19,291
10,-32,42,368,,7,-29,37,351
-5,10,14,379,,1,1,24,363
9,-35,42,369,,,,,
-6,12,12,369,,-5,9,14,376
10,-37,46,339,,10,-35,44,372
-6,15,12,271,,-7,12,12,368
9,-37,46,197,,11,-38,44,354
6,-22,40,130,,-6,16,14,291
-3,1,16,55,,10,-37,45,212
10,-32,47,0,,-3,13,14,151
-4,8,8,0,,-5,4,12,73
4,-29,32,0,,12,-35,48,1
2,-4,32,0,,-6,11,9,0
-6,16,8,0,,4,-26,29,0
10,-46,49,0,,3,-7,35,0
4,-20,41,0,,-8,18,8,0
-2,0,12,0,,12,-47,46,0
10,-38,38,0,,7,-24,43,0
-3,7,27,0,,-4,3,12,0
-5,15,11,0,,9,-37,37,0
9,-42,46,0,,-2,5,28,0
-7,22,10,0,,3,-20,25,0
0,-7,15,0,,11,-44,45,0
2,-20,46,0,,-8,22,12,0
-9,2,,,,0,-3,14,0
4,11,0,,,3,-24,47,0
9,-43,42,0,,-4,13,8,0
-9,14,23,6,,10,-41,38,0
-7,20,3,70,,-8,11,26,0
9,-49,54,116,,-8,21,6,60
-8,30,7,162,,12,-50,52,113
3,-15,21,238,,-11,29,11,170
0,-18,41,308,,12,-50,45,247
0,5,13,354,,-12,22,16,321
2,-34,46,366,,8,-41,38,358
-8,16,23,378,,-9,12,,
8,-25,30,373,,,24,369,
-8,0,33,368,,8,-23,29,377
5,-10,17,348,,7,-38,47,368
-5,-13,40,276,,-10,24,11,364
2,5,15,210,,9,-42,44,317
9,-35,41,141,,-12,24,13,235
-11,15,22,60,,10,-35,41,165
9,-28,29,0,,-11,16,21,84
-8,5,28,0,,9,-31,32,13
-6,12,14,0,,-9,8,26,0
8,-32,43,0,,-7,12,14,0
-6,2,32,0,,9,-34,45,0
4,-16,22,0,,-4,5,30,0
9,-35,39,0,,4,-18,24,0
-8,14,18,0,,11,-39,42,0
11,-32,37,0,,-8,18,21,0
4,-15,36,0,,-1,10,23,0
-5,2,18,0,,-1,10,23,0
8,-29,30,0,,8,-32,31,0
-6,7,26,0,,7,-27,36,0
-7,11,17,0,,-4,9,27,0
9,-29,41,0,,2,-24,24,0
-8,15,18,0,,13,-29,45,0
2,-16,26,0,,-8,8,1,0
2,-9,30,0,,3,-15,27,0
-,,,,,2,-9,31,0
8,13,20,73,,-8,14,20,53
12,-34,38,116,,12,-35,39,109
-6,11,21,169,,-5,11,19,153
9,-34,35,243,,8,-33,38,222
-3,5,20,309,,-3,5,18,293
-4,1,21,357,,-3,0,18,350
10,-31,40,368,,11,-32,41,3
-5,9,15,378,,65,,,
10,-34,42,367,,-6,10,13,378
-6,11,13,367,,9,-36,45,368
9,-37,45,332,,-7,13,11,368
-6,14,12,266,,10,-38,47,345
-2,-8,24,192,,-6,17,10,277
6,-19,37,124,,8,-39,48,204
-4,-3,18,44,,7,-23,41,141
10,-29,44,0,,-4,2,14,64
-4,5,9,0,,11,-34,48,0
5,-31,36,0,,-5,11,6,0
2,-1,27,0,,4,-30,31,0
-5,14,6,0,,2,-4,33,0
4,-21,25,0,,-6,19,6,0
4,-16,37,0,,11,-49,50,0
0,-5,13,0,,5,-21,42,0
9,-39,40,0,,-2,0,11,0
-3,10,24,0,,8,-40,38,0
-6,13,12,0,,-2,9,26,0
9,-42,47,0,,-5,18,11,0
