x Normal 1,y Normal 1,z Normal 1,i Normal 1,SEP, x Normal 4, y Normal 4, z Normal 4, i Normal 4
,0,,,,-1,4,15,0
1,-10,33,0,,2,-30,48,0
0,-8,23,0,,-10,23,15,55
12,-29,36,0,,9,-36,33,109
-7,8,22,0,,-7,9,31,148
-3,-3,22,0,,6,-19,24,217
10,-25,34,0,,-4,-7,37,288
-7,-1,23,67,,2,-6,15,343
8,-26,32,110,,10,-45,45,363
0,-4,27,159,,-9,24,15,376
4,-22,31,232,,12,-37,,
3,-9,26,296,,,37,373,
-5,4,19,346,,-11,16,23,370
10,-33,40,363,,8,-29,27,345
-4,7,15,377,,-7,9,31,281
8,-32,42,372,,6,-19,24,206
-4,8,18,368,,-2,0,34,145
5,-32,40,348,,-11,19,15,63
9,-29,44,285,,12,-38,36,0
-7,10,9,220,,-9,15,22,0
8,-34,49,151,,11,-35,35,0
-7,12,9,80,,8,-22,40,0
0,-26,32,7,,-6,3,17,0
2,-5,29,0,,8,-31,31,0
-6,16,7,0,,0,3,27,0
9,-44,52,0,,-6,8,21,0
-6,21,9,0,,11,-31,37,0
-4,-6,14,0,,3,-5,29,0
7,-27,46,0,,-3,-10,25,0
-5,17,18,0,,8,-17,32,0
4,-34,33,0,,-5,8,25,0
8,-37,47,0,,7,-27,33,0
-8,22,14,0,,10,-24,36,0
7,-42,40,0,,-6,5,21,0
3,-17,40,0,,11,-29,36,0
-6,9,11,0,,4,-6,27,8
6,-37,,,,1,-18,32,77
38,0,,,,5,-14,25,116
-5,17,22,0,,-5,6,19,171
-8,25,7,0,,11,-33,42,247
7,-48,52,0,,-3,4,16,314
-2,-2,31,52,,7,-34,44,3
1,-8,18,109,,56,,,
0,-20,46,148,,-1,5,15,368
-3,11,9,214,,-4,0,17,376
10,-46,42,292,,10,-29,43,373
-5,22,3,340,,-8,10,11,368
8,-33,33,364,,10,-40,49,330
-6,7,28,375,,-8,19,5,267
4,-14,23,376,,8,-48,50,61
-3,-8,37,373,,8,-48,50,38
0,-1,15,360,,5,-21,38,15
9,-40,42,297,,-8,20,9,0
-11,21,16,222,,-8,20,9,0
10,-32,36,148,,0,-49,37,0
-7,10,25,77,,11,-34,58,0
7,-24,28,0,,-6,18,4,0
9,-32,40,0,,8,-38,39,0
-7,11,17,0,,0,5,31,0
12,-33,41,0,,-1,-20,19,0
0,-8,36,0,,8,-50,47,0
2,-9,19,0,,-6,30,16,0
10,-34,36,0,,-5,8,14,0
-6,7,23,0,,5,-35,45,0
-2,-1,19,0,,-4,14,24,0
8,-23,37,0,,2,-23,27,0
-7,5,21,0,,-1,-2,34,0
4,-20,25,0,,-7,34,6,0
-1,-6,32,0,,7,-50,50,0
-7,8,21,0,,1,-24,45,3
12,-,,,,-3,15,5,70
31,39,0,,,8,-40,39,117
3,-12,35,0,,-7,15,24,163
-2,-6,22,0,,4,-25,28,237
8,-22,36,0,,-4,-3,33,306
-5,4,24,62,,4,-9,18,354
10,-29,34,112,,,,,
0,0,25,156,,0,-16,43,366
-6,2,21,222,,-10,26,12,377
11,-32,37,298,,10,-38,40,373
-6,3,20,345,,-10,17,21,367
11,-33,41,364,,8,-29,31,327
-5,8,16,378,,-9,10,29,256
8,-34,40,373,,6,-19,25,182
8,-25,42,328,,-4,0,35,120
8,-25,42,310,,1,-13,21,43
-2,8,19,283,,12,-35,38,0
-7,5,13,221,,-10,14,22,0
8,-30,45,149,,12,-34,35,0
0,6,20,89,,-7,11,25,0
2,-29,36,12,,-3,2,17,0
0,-2,26,0,,8,-30,37,0
-7,12,9,0,,-3,2,28,0
9,-40,51,0,,6,-22,27,0
3,-7,35,0,,12,-29,37,0
-2,-14,20,0,,-7,10,23,0
9,-42,46,0,,11,-31,32,0
-6,15,17,0,,7,-16,33,0
4,-35,32,0,,-5,0,21,0
8,-30,44,0,,8,-26,33,0
-9,18,17,0,,-4,3,26,0
0,-16,22,0,,4,-23,31,0
1,-13,38,0,,10,-30,35,0
-6,3,14,0,,-8,3,24,50
5,-3,,,,3,-19,29,103
7,39,0,,,5,-13,28,150
-5,19,22,0,,-1,-13,29,223
-7,20,9,0,,8,-17,29,295
7,-43,49,0,,-2,-8,28,350
-4,5,28,51,,10,-23,35,364
2,-16,21,112,,-4,0,19,376
0,-12,41,151,,10,,,
-2,2,11,219,,,-29,40,368
10,-50,46,295,,-9,8,14,367
-11,24,14,346,,2,-25,32,343
8,-39,36,365,,3,-3,28,282
-5,13,24,375,,-1,-17,27,205
6,-21,26,373,,4,-8,32,148
-5,-3,34,368,,-4,-13,22,60
1,-7,17,345,,9,-46,50,0
10,-43,44,272,,-6,18,9,0
-10,24,15,195,,8,-44,47,0
9,-35,39,125,,8,-30,53,0
-8,13,22,54,,-7,13,5,0
8,-28,29,0,,4,-41,35,0
-5,2,31,0,,-1,6,29,0
-8,13,17,0,,-8,23,7,0
11,-34,40,0,,8,-47,46,0
0,-7,34,0,,4,-11,39,0
3,-13,21,0,,-6,4,15,0
10,-35,37,0,,5,-41,35,0
-6,9,21,0,,-4,14,24,0
9,-28,34,0,,1,-24,27,0
8,-21,36,0,,7,-45,51,0
-6,4,20,0,,-8,33,6,0
6,-23,27,0,,-2,-6,20,0
0,-3,30,0,,2,-22,43,0
-7,8,19,0,,-9,29,11,69
,,,,,9,-44,41,118
11,-31,40,0,,-8,18,22,162
-7,10,19,0,,6,-29,30,236
-2,-11,26,0,,-4,0,31,301
8,-17,34,18,,-11,30,3,35
-4,-6,23,90,,3,,,
9,-32,36,125,,10,-50,50,367
-3,4,24,181,,-10,29,10,376
7,-28,35,259,,11,-41,42,369
1,-4,24,318,,-10,20,18,365
0,-12,28,374,,8,-32,32,321
4,-40,38,369,,-9,11,25,250
4,-40,38,369,,7,-21,28,178
7,-16,32,366,,-3,2,32,116
-6,8,16,364,,0,-14,23,39
6,-33,47,312,,11,-37,38,0
-5,10,18,253,,-9,14,20,0
-4,4,17,186,,12,-33,36,0
0,-36,34,110,,7,-20,41,0
-12,0,12,39,,-4,1,17,0
9,-34,45,0,,8,-31,32,0
0,-2,24,0,,-2,1,27,0
2,-22,32,0,,-6,7,19,0
8,-36,50,0,,11,-29,37,0
-6,15,8,0,,-7,10,22,0
-1,-17,22,0,,-1,-11,23,0
3,-17,37,0,,5,-16,34,0
-3,0,15,0,,-3,-1,21,0
5,-33,36,0,,9,-28,34,0
-2,9,27,0,,-4,4,24,0
-8,14,14,0,,-5,4,20,0
6,-38,41,0,,10,-31,37,0
0,-8,37,0,,1,-4,27,41
-3,-1,15,,,4,-19,31,101
0,,,,,5,-11,28,146
7,-40,43,0,,-1,-15,29,219
-6,23,16,0,,7,-18,30,291
4,-37,38,0,,-2,-8,27,345
6,-39,49,26,,,,,
-8,25,3,93,,8,-33,40,363
9,-48,55,133,,-2,4,17,377
-3,-3,36,186,,4,-28,39,373
0,-6,16,261,,0,3,22,368
1,-22,44,322,,-8,6,14,358
-1,9,8,357,,11,-36,48,297
10,-43,43,370,,-9,16,7,233
-8,20,20,376,,8,-38,51,162
7,-27,29,369,,-6,16,9,99
-7,3,31,367,,-3,-14,25,19
4,-13,19,325,,6,-16,39,0
-4,-8,40,255,,-5,-6,14,0
1,0,16,190,,7,-41,45,0
8,-37,41,120,,-4,17,16,0
-8,15,20,49,,5,-39,36,0
10,-30,31,0,,9,-36,50,0
-7,4,31,0,,-7,16,8,0
-5,11,15,0,,1,-23,24,0
10,-34,40,0,,3,-8,37,0
-2,-5,33,0,,-7,23,18,0
4,-15,22,0,,6,-38,35,0
3,-14,37,0,,7,-29,42,0
-7,11,20,0,,-9,19,9,0
10,-30,34,0,,7,-42,49,0
7,-19,37,0,,-1,2,34,0
-6,1,19,0,,-1,-10,21,0
9,-26,26,0,,8,-49,49,0
-4,0,29,0,,-10,30,9,62
4,-19,,,,8,-46,44,116
27,0,,,,6,-37,53,158
11,-30,40,0,,-7,26,2,226
-7,9,17,0,,11,-49,56,301
1,-16,27,0,,-11,30,2,3
6,-13,34,38,,51,,,
-2,-10,23,104,,9,-51,52,366
9,-22,36,147,,-9,31,8,376
-4,8,22,212,,11,-43,44,373
9,-33,37,288,,-11,22,17,368
-1,2,23,339,,9,-34,34,338
3,-29,33,365,,7,-32,48,268
3,-4,24,375,,-7,20,9,198
-5,9,15,374,,9,-35,47,132
10,-35,42,369,,-10,17,14,53
-7,9,15,361,,12,-38,37,0
9,-37,43,302,,1,-12,37,0
-6,15,12,237,,0,-5,20,0
7,-35,45,162,,12,-34,37,0
7,-25,40,94,,-7,10,22,0
-7,1,17,25,,8,-32,32,0
10,-31,43,0,,9,-30,39,0
-1,3,21,0,,-6,7,19,0
2,-25,36,0,,5,-22,28,0
3,-1,26,0,,2,-4,30,0
-6,12,9,0,,-8,9,22,0
0,-20,27,0,,11,-31,34,0
2,-12,35,0,,-7,9,24,0
-2,-4,17,0,,-4,-3,21,0
6,-32,39,0,,8,-21,38,0
-4,10,26,0,,-5,7,23,0
-8,12,13,0,,6,-28,33,0
7,-37,43,0,,12,-30,37,18
-8,23,11,0,,4,-23,32,91
-2,,,,,13,-33,38,129
-7,17,0,,,-8,8,19,189
2,-16,43,0,,12,-36,40,271
-7,26,14,0,,-5,6,18,329
6,-42,41,0,,-3,-9,29,363
-6,17,19,57,,8,-22,34,375
-6,22,4,112,,-4,0,2,
9,-46,56,153,,0,376,,
-10,33,3,225,,10,-27,40,372
11,-54,53,304,,-8,6,15,365
-10,32,5,348,,9,-35,46,315
9,-49,48,366,,1,0,24,255
3,-27,48,376,,1,-19,31,182
-6,17,7,374,,3,-5,30,122
7,-39,49,369,,-4,-16,27,37
-8,25,6,350,,8,-41,46,0
8,-41,51,279,,-5,14,10,0
-5,-3,34,211,,9,-40,48,0
3,-6,19,146,,8,-24,47,0
0,-16,40,76,,-6,4,11,0
-2,3,15,4,,4,-38,39,0
11,-34,34,0,,-3,7,24,0
-8,8,26,0,,-5,15,8,0
-5,10,14,0,,8,-38,46,0
8,-33,45,0,,3,-6,38,0
-6,12,14,0,,-6,-1,16,0
6,-17,24,0,,6,-29,43,0
0,-10,35,0,,-5,14,24,0
-6,11,18,0,,2,-26,30,0
11,-30,36,0,,7,-41,51,0
-6,7,25,0,,-8,30,7,0
-4,,,,,-2,-13,23,0
0,18,0,,,1,-15,40,30
8,-26,39,0,,-4,7,11,99
-5,2,29,0,,9,-47,45,135
7,-21,29,0,,-9,24,17,194
11,-28,41,0,,7,-36,34,272
-6,7,17,0,,-7,7,28,327
12,-33,38,1,,5,-19,23,363
3,-9,31,61,,0,-9,40,370
0,-14,24,113,,-10,32,,
8,-17,36,160,,8,375,,
-4,-8,20,235,,11,-43,43,369
10,-34,36,309,,-11,22,16,361
-3,3,22,349,,8,-33,34,303
6,-28,34,365,,-9,13,26,233
1,-1,24,377,,6,-22,27,161
1,-19,29,369,,-3,-1,33,93
3,-10,30,367,,-9,18,15,19
-8,10,16,340,,12,-36,39,0
11,-37,44,264,,-8,15,21,0
-7,14,12,200,,0,-3,17,0
8,-36,44,124,,6,-22,40,0
-4,10,18,54,,-3,2,16,0
6,-33,38,0,,10,-30,31,0
10,-31,41,0,,11,-31,37,0
-8,8,13,0,,1,-6,32,0
9,-34,45,0,,1,-6,32,0
1,-1,25,0,,1,-6,32,0
0,-20,29,0,,0,-11,22,0
8,-37,44,0,,12,-31,35,0
-6,13,14,0,,-9,10,24,0
-4,-6,20,0,,10,-31,36,0
6,-21,41,0,,9,-22,38,0
-8,9,14,0,,-5,2,19,0
3,-26,27,0,,12,-29,37,0
-1,1,32,0,,-1,1,26,58
-10,24,1,,,4,-24,31,111
1,0,,,,3,-6,28,153
7,-42,47,0,,-8,9,18,222
2,-9,39,0,,13,-37,39,297
-5,0,16,0,,-5,8,19,
8,-45,43,19,,345,,,
-8,22,15,90,,8,-35,40,364
7,-39,39,134,,-2,7,16,377
-6,15,24,184,,-4,0,21,374
-8,30,2,258,,10,-27,38,369
11,-52,55,325,,-9,6,15,355
-10,32,3,358,,10,-36,47,283
10,-50,50,373,,-8,15,8,222
-9,31,10,376,,9,-38,50,149
9,-41,40,369,,-7,14,11,79
-8,18,21,363,,-4,-16,27,0
6,-27,30,307,,6,-15,35,0
8,-41,50,238,,-3,-6,20,0
-7,27,7,171,,7,-40,48,0
9,-42,48,99,,-2,15,14,0
-9,22,13,32,,-6,1,11,0
11,-39,39,0,,8,-33,46,0
4,-25,43,0,,-2,7,24,0
-2,8,14,0,,0,-23,27,0
10,-30,33,0,,8,-37,45,0
-5,4,25,0,,-7,21,16,0
8,-25,29,0,,5,-40,36,0
9,-37,44,0,,5,-26,42,0
-6,14,15,0,,-8,17,9,0
4,-10,23,0,,2,-30,32,0
3,-14,36,0,,-1,8,29,0
-8,11,20,0,,-8,30,5,0
10,-30,32,0,,8,-51,51,0
-5,7,24,0,,0,-12,37,60
-4,4,17,0,,-2,1,12,114
8,-25,41,0,,4,-31,51,154
-4,3,24,0,,-6,21,3,222
,,,,,8,-42,38,297
,,,,,-7,13,23,
4,-24,32,0,,346,,,
11,-32,40,50,,6,-24,28,366
-7,4,19,105,,-2,-3,35,376
13,-34,42,151,,0,-4,15,375
-7,8,17,218,,1,-20,44,373
12,-37,39,300,,-11,26,14,349
-4,6,21,344,,9,-37,38,278
-3,-3,22,366,,-10,17,22,204
10,-27,39,378,,8,-25,29,132
-6,5,16,370,,-5,1,32,68
10,-32,40,369,,4,-14,20,0
-8,9,15,350,,11,-37,40,0
9,-35,44,279,,-7,9,22,0
-8,14,13,217,,3,7,21,0
-2,-9,23,138,,10,-28,31,0
7,-19,36,73,,10,-28,31,0
-5,-3,20,0,,7,-30,40,0
9,-28,40,0,,-2,0,16,0
-3,5,21,0,,-2,10,19,0
4,-27,35,0,,13,-28,32,0
10,-33,45,0,,-12,3,15,0
-7,8,13,0,,1,-11,19,0
1,-20,30,0,,2,-15,37,0
1,-10,32,0,,-8,10,24,0
-3,-7,20,0,,12,-30,35,0
8,-32,38,0,,-5,7,23,0
-7,12,24,0,,-5,0,20,0
-7,8,14,0,,11,-28,38,13
7,-35,44,0,,-8,3,19,82
-4,3,31,0,,6,-25,30,123
,,,,,3,-4,30,175
0,-16,23,0,,1,-19,27,253
1,-5,38,0,,6,-15,30,317
-9,27,13,0,,-2,-11,27,362
8,-45,43,5,,10,-35,40,370
4,-21,41,69,,-4,8,,
-6,9,10,118,,,17,378,
8,-36,51,163,,6,-31,37,368
-7,20,21,237,,-2,3,23,366
5,-33,32,312,,5,-26,34,322
-5,5,28,350,,1,2,24,260
3,-16,22,368,,-9,13,11,193
2,-10,40,376,,9,-37,46,121
-4,5,13,373,,-8,12,14,45
8,-44,41,370,,10,-39,44,0
-9,22,17,346,,-6,12,12,0
7,-32,32,271,,-6,-5,20,0
-6,11,27,206,,8,-22,41,0
2,-19,26,132,,-2,12,16,0
13,-41,41,0,,6,-35,39,0
13,-41,41,0,,9,-32,45,0
4,-21,46,0,,-7,12,12,0
-8,18,22,0,,8,-35,43,0
-2,5,15,0,,4,-7,34,0
7,-30,42,0,,-5,-3,17,0
-6,8,23,0,,6,-37,35,0
8,-29,31,0,,-6,16,22,0
11,-37,44,0,,-10,16,9,0
-7,15,15,0,,8,-39,50,0
10,-35,39,0,,-9,28,8,0
3,-12,33,0,,-1,-18,27,0
0,-6,20,0,,0,-8,35,37
5,-20,38,0,,-10,30,7,105
-7,11,,,,10,-51,49,150
21,0,,,,-9,31,12,218
9,-30,37,0,,9,-45,41,295
8,-24,39,0,,-9,16,20,344
-5,2,18,0,,5,-28,29,367
6,-27,35,18,,-1,1,33,376
0,-1,26,84,,,,,
4,-21,29,126,,,,,
4,-7,31,174,,-9,35,5,375
-8,9,15,248,,10,-48,47,373
12,-38,42,318,,-11,27,11,352
-6,8,17,354,,9,-40,40,278
9,-34,40,367,,-9,20,21,211
-1,5,19,377,,7,-28,32,137
-5,4,17,368,,-5,4,29,75
11,-32,42,366,,-9,20,10,0
-8,11,13,331,,12,-40,43,0
11,-37,47,250,,-9,20,16,0
-8,17,11,189,,1,-4,17,0
10,-40,47,106,,4,-21,42,0
-8,14,15,38,,-8,13,18,0
-5,-6,19,0,,10,-34,35,0
8,-27,41,0,,-3,6,26,0
-5,5,17,0,,-5,9,15,0
6,-32,40,0,,11,-31,40,0
-2,4,22,0,,0,-4,30,0
-7,8,13,0,,2,-13,21,0
8,-37,45,0,,12,-32,38,0
0,-7,29,0,,-7,10,20,0
0,-8,23,0,,10,-31,38,0
8,-34,42,0,,6,-17,37,0
-8,14,20,0,,-5,-3,20,0
-5,5,13,0,,11,-25,37,17
6,-32,46,0,,-7,1,19,86
-6,9,2,,,6,-26,32,125
6,0,,,,1,-3,29,177
3,-21,28,0,,3,-22,28,255
8,-39,51,0,,13,-37,40,324
-10,24,9,0,,,,,
9,-45,45,20,,,,,
1,-13,37,89,,-6,8,19,360
-3,1,14,132,,10,-35,40,368
4,-27,48,180,,-4,8,16,379
-7,16,6,255,,7,-32,35,369
7,-39,37,324,,-3,3,23,366
-6,12,24,356,,-8,5,16,329
4,-24,29,370,,10,-33,44,254
-1,0,35,377,,-8,12,11,186
0,-5,16,373,,11,-37,47,108
11,-46,44,369,,-8,12,15,30
-7,22,7,186,,10,-38,43,0
6,-27,30,168,,-6,11,15,0
6,-27,30,150,,-4,-5,21,0
6,-27,30,115,,8,-23,41,0
-4,1,32,50,,-3,9,17,0
-6,25,15,0,,6,-32,38,0
12,-48,28,0,,8,-31,43,0
-15,16,13,0,,-7,10,13,0
0,1,18,0,,9,-33,43,0
0,-28,36,0,,2,-8,36,0
-5,13,23,0,,-5,-3,15,0
9,-40,22,0,,7,-36,35,0
11,-31,47,0,,-7,15,24,0
-4,13,16,0,,-9,14,9,0
2,-38,32,0,,8,-36,49,0
-10,11,,,,-3,10,29,0
,17,0,,,0,-21,27,0
2,-9,21,0,,0,-5,33,40
3,-15,36,0,,-11,30,8,106
-8,10,20,0,,10,-51,50,151
11,-30,38,0,,-9,32,12,220
7,-19,37,0,,9,-47,42,298
-5,-3,22,0,,-9,21,,
11,-26,38,51,,18,346,,
-7,0,17,106,,6,-34,32,368
6,-26,32,149,,-2,7,31,377
2,-3,28,213,,-11,34,5,376
3,-22,30,290,,11,-49,48,374
6,-12,32,341,,-11,30,10,349
-1,-12,23,367,,9,-42,41,272
9,-21,35,375,,-9,23,19,204
-4,10,18,373,,7,-32,34,129
6,-32,36,367,,-5,7,27,65
-3,3,24,351,,-9,20,11,0
3,-25,31,282,,12,-40,43,0
0,0,26,228,,-8,20,16,0
-8,16,10,158,,1,-7,20,0
10,-42,47,78,,4,-20,40,0
-9,15,13,4,,-8,14,17,0
11,-43,42,0,,9,-36,36,0
8,-23,40,0,,9,-29,42,0
-5,3,18,0,,-6,10,15,0
8,-38,41,0,,10,-32,40,0
-4,8,19,0,,-1,-2,30,0
-7,8,12,0,,2,-14,22,0
9,-38,45,0,,3,-12,36,0
-7,17,13,0,,-8,13,19,0
0,-12,26,0,,11,-33,39,0
1,-14,37,0,,6,-17,36,0
-9,18,15,0,,-5,-3,21,0
7,-36,36,0,,12,-25,39,31
-7,16,21,,,-3,5,24,96
0,,,,,7,-30,34,133
-8,17,8,0,,1,0,25,184
7,-38,50,0,,4,-25,31,264
-3,7,27,0,,13,-38,42,3
0,-20,25,0,,29,,,
10,-45,46,64,,-7,10,16,363
-9,27,10,117,,10,-37,40,373
9,-46,49,165,,-3,10,16,376
-9,29,11,235,,8,-33,39,368
9,-45,44,312,,-3,5,21,363
-8,19,17,352,,6,-29,34,306
-6,20,6,368,,0,3,22,246
8,-43,52,376,,-8,14,11,178
-9,29,5,373,,10,-38,46,99
9,-46,48,368,,-9,13,14,27
-10,28,9,345,,10,-40,43,0
-3,4,12,274,,7,-18,35,0
3,-25,47,210,,-4,-4,22,0
-3,15,8,144,,7,-23,39,0
7,-37,48,68,,-4,9,16,0
-5,9,26,4,,5,-32,39,0
5,-21,26,0,,7,-32,43,0
10,-42,46,0,,-5,11,13,0
-8,22,14,0,,1,-17,28,0
12,-42,42,0,,1,-8,35,0
-8,16,16,0,,-9,16,16,0
0,2,15,0,,6,-36,35,0
9,-37,36,0,,-7,17,21,0
-5,8,23,0,,-7,14,10,0
7,-23,29,0,,8,-36,49,0
10,-32,42,0,,-3,11,26,0
-8,11,16,0,,0,-23,27,0
4,-14,23,0,,0,-5,33,49
1,-12,3,,,-10,29,7,111
5,0,,,,10,-50,52,157
3,-7,22,0,,-10,31,8,229
11,-30,41,0,,9,-48,43,307
-6,6,19,0,,-9,,,
-4,-6,23,5,,21,17,351,
9,-22,37,66,,6,-34,35,369
-4,-2,18,116,,8,-46,55,378
9,-27,35,165,,-10,32,3,374
-1,0,26,235,,11,-49,49,373
5,-25,30,309,,-11,30,10,336
3,-8,30,349,,9,-42,43,256
1,-15,25,368,,-10,23,17,185
12,-34,40,377,,8,-32,35,110
-6,10,19,368,,-6,8,28,46
8,-33,36,367,,-9,20,9,0
-5,5,24,340,,11,-42,46,0
7,-28,34,264,,-9,21,14,0
-3,4,25,209,,3,-7,17,0
3,-24,30,130,,3,-19,41,0
11,-41,47,58,,-8,15,18,0
-11,16,12,0,,10,-37,35,0
13,-45,43,0,,-5,8,24,0
-9,19,16,0,,-5,9,15,0
-5,0,17,0,,11,-32,41,0
9,-29,41,0,,-1,-1,32,0
-5,11,18,0,,4,-15,22,0
6,-32,35,0,,12,-33,38,0
-2,1,24,0,,-9,12,18,0
-8,17,12,0,,12,-32,40,0
9,-37,42,0,,-6,9,18,0
1,-11,,,,-5,-6,22,0
36,0,,,,11,-23,36,41
-2,0,16,0,,-5,4,24,100
7,-39,40,0,,8,-29,34,139
-10,19,19,0,,0,1,27,197
6,-32,36,0,,4,-25,29,276
8,-35,49,0,,13,-38,,
-11,21,11,0,,41,337,,
2,-25,27,43,,-8,9,17,364
-2,-3,33,104,,12,-36,41,374
0,-12,21,152,,-5,11,17,375
1,-11,40,211,,8,-34,36,367
-4,0,15,286,,-5,8,21,357
4,-28,44,341,,6,-31,34,296
-9,23,14,364,,-1,5,22,235
7,-37,36,376,,-8,14,10,166
-4,15,24,374,,12,-41,47,87
3,-22,27,369,,-10,15,13,5
-2,-4,34,355,,12,-43,44,0
-1,-5,16,288,,7,-16,35,0
4,-17,43,218,,-5,-3,22,0
-8,28,14,150,,9,-24,40,0
7,-40,40,70,,-4,12,15,0
-7,15,21,3,,6,-34,39,0
8,-29,30,0,,8,-34,42,0
11,-41,48,0,,-6,14,13,0
-9,24,12,0,,8,-36,44,0
3,-16,22,0,,1,-7,34,0
1,-14,33,0,,-3,-4,15,0
0,-4,19,0,,-7,13,9,0
11,-41,41,0,,5,-34,38,0
-5,14,19,0,,7,-34,49,0
-4,8,16,0,,7,-34,49,0
8,-31,40,0,,-5,14,24,0
-7,10,17,0,,2,-27,30,8
7,-18,27,0,,0,0,32,60
0,-8,3,,,-10,29,7,115
1,0,,,,10,-50,52,164
-7,11,16,0,,-9,33,7,231
10,-31,40,0,,11,-51,46,314
4,-13,31,0,,,,,
-2,-10,27,16,,-8,26,14,353
8,-19,35,80,,6,-39,38,369
-3,-5,20,126,,8,-43,52,378
10,-26,40,185,,-10,30,4,374
-4,0,16,261,,10,-48,49,373
7,-28,35,328,,-10,31,8,334
1,-3,27,357,,10,-45,46,249
3,-19,28,373,,-8,26,14,184
5,-12,32,379,,8,-37,39,109
-2,-6,20,370,,-5,13,24,39
10,-36,39,366,,-8,19,8,0
-6,9,19,325,,10,-43,47,0
8,-33,38,245,,-9,24,12,0
-5,9,20,192,,3,-11,20,0
6,-30,35,109,,3,-17,40,0
-1,0,28,48,,-8,18,15,0
-10,15,10,0,,9,-39,39,0
13,-45,47,0,,-5,10,21,0
-9,21,14,0,,-4,10,14,0
-2,-8,20,0,,9,-32,42,0
8,-23,40,0,,-2,0,30,0
-7,16,16,0,,5,-17,24,0
7,-37,38,0,,11,-33,40,0
-4,8,23,0,,-8,11,17,0
-7,16,13,0,,11,-31,42,0
8,-37,45,0,,4,-14,34,0
-2,-6,34,0,,-3,-8,23,0
0,-7,17,0,,9,-21,37,50
7,-41,43,0,,-5,-3,18,108
-10,22,16,0,,10,-30,35,156
7,-36,40,0,,-1,1,25,222
6,-31,,,,5,-27,30,300
48,0,,,,3,-6,28,344
-9,16,10,0,,1,-19,28,367
5,-29,28,55,,12,-35,,
-5,2,31,106,,,42,377,
3,-17,25,157,,-6,11,18,373
0,-6,37,211,,9,-35,38,369
-10,27,9,292,,-5,7,22,351
10,-47,45,346,,6,-30,35,279
-9,23,12,365,,-3,6,23,221
8,-38,40,377,,-8,12,11,149
-7,18,23,374,,12,-39,46,69
5,-27,28,369,,-11,14,14,0
-3,3,32,352,,12,-43,43,0
-11,28,8,282,,-9,17,16,0
12,-43,48,209,,-6,-4,20,0
-10,28,12,133,,10,-25,40,0
8,-43,41,56,,-7,4,16,0
-7,19,18,0,,6,-33,38,0
10,-35,33,0,,1,-8,35,0
11,-38,49,0,,1,-8,35,0
-8,21,11,0,,-11,20,13,0
11,-44,44,0,,-11,20,13,0
0,-7,32,0,,-2,-4,17,0
2,-11,24,0,,0,-24,47,0
10,-41,42,0,,-8,23,18,0
-6,17,18,0,,0,-38,32,0
8,-33,35,0,,10,-32,54,0
8,-28,39,0,,-10,21,10,0
-5,8,17,0,,11,-44,47,53
6,-23,30,0,,-12,28,7,112
,,,,,11,-50,52,161
-2,-3,29,0,,-10,32,7,226
3,-14,28,0,,-4,-2,15,305
9,-31,40,0,,,,,
-6,7,19,0,,5,-27,46,346
0,-13,29,32,,-6,15,9,366
6,-16,33,93,,9,-38,51,375
-2,-8,24,136,,-11,28,6,373
9,-22,37,196,,10,-47,48,369
-4,3,19,272,,-12,32,7,343
8,-31,40,334,,-1,-5,17,265
0,0,23,358,,4,-17,45,201
4,-23,31,373,,-4,9,14,134
12,-34,43,378,,6,-32,45,61
-6,12,15,369,,-8,17,8,0
11,-37,42,362,,8,-30,31,0
-7,14,14,307,,-1,2,33,0
9,-38,42,230,,-9,25,12,0
-6,15,15,170,,11,-46,43,0
6,-37,41,86,,1,-14,35,0
-5,8,24,30,,1,-5,19,0
-9,13,7,0,,12,-42,43,0
13,-46,51,0,,-5,14,18,0
1,-2,32,0,,8,-29,33,0
0,-16,24,0,,8,-32,40,0
9,-43,41,0,,-6,11,16,0
9,-43,41,0,,11,-33,42,0
5,-30,42,0,,0,-6,33,0
5,-30,42,0,,2,-11,25,0
-6,15,15,0,,10,-32,40,0
4,-26,33,0,,-6,8,17,0
-5,0,29,0,,11,-32,40,25
-8,20,10,0,,9,-19,36,89
8,-43,47,,,-5,-4,19,133
0,,,,,11,-28,40,193
-9,25,11,0,,-5,1,16,268
-2,4,15,0,,12,-34,43,331
4,-26,47,0,,-8,7,15,358
-9,18,19,0,,2,-19,26,3
7,-33,32,50,,69,,,
-5,7,28,103,,6,-13,33,376
-8,21,9,149,,-3,-5,22,368
9,-43,51,207,,8,-25,42,361
-10,24,7,286,,-5,5,13,313
11,-45,47,344,,10,-32,47,234
-9,24,12,364,,-8,13,10,172
8,-39,42,376,,4,-29,33,92
-9,21,19,374,,1,-2,30,32
-7,15,10,369,,0,-20,23,0
9,-37,47,352,,13,-45,45,0
-10,24,9,283,,-9,20,14,0
10,-41,47,208,,10,-43,43,0
-9,26,11,138,,8,-25,40,0
10,-42,43,55,,-7,3,16,0
-9,20,18,0,,6,-35,37,0
-4,4,14,0,,-2,6,23,0
8,-31,45,0,,2,-18,29,0
-5,12,25,0,,9,-37,44,0
8,-28,30,0,,-11,20,13,0
-2,-1,30,0,,-2,-4,16,0
-8,18,13,0,,3,-21,46,0
10,-41,42,0,,-6,11,10,0
3,-12,35,0,,7,-36,38,0
0,-2,19,0,,-6,15,25,0
