x DESN 1 ,y DESN 1,z DESN 1,i DESN 1,x DESN 2,y DESN 2,z DESN 2,i DESN 2,xDESN 3,y DESN 3,z DESN 3,i DESN 3
-5,24,12,0,-4,-2,-2,0,0,18,6,0
-2,-39,37,52,-3,-64,61,0,-7,-6,8,0
-5,11,24,110,-3,37,3,0,2,-31,50,0
-5,-24,24,159,-3,-52,42,0,0,16,13,0
-2,-3,39,233,0,-64,77,0,-6,-34,37,0
-6,-9,11,307,-5,51,-28,0,0,9,25,0
-1,-62,67,355,0,-75,81,0,-4,30,-9,0
-6,39,-9,373,-1,-13,52,0,-1,-56,67,0
-3,-57,58,377,-6,9,-5,0,1,-9,37,60
-4,33,3,374,-2,-73,73,14,-6,-8,7,110
-7,-47,46,369,-7,45,-8,89,1,-25,55,157
-4,18,18,332,-3,-58,51,132,-3,38,-4,233
-7,-28,29,254,-6,26,20,196,-4,-56,54,306
-1,0,37,185,-4,-33,26,273,-3,26,8,355
-8,-8,16,115,-5,-3,41,334,-7,-42,35,373
-4,-58,67,40,-6,-8,2,366,0,7,28,380
-8,37,-5,0,0,-78,77,375,-7,-15,17,376
-5,-52,56,0,-8,53,-14,378,0,-19,48,374
-4,26,11,0,-2,-64,61,372,,,,
-8,,,,-7,35,4,363,-5,42,-13,344
22,-3,0,,-6,-46,42,300,-5,-56,62,268
-2,-45,61,0,-4,16,24,222,-4,32,2,194
-4,9,18,0,-8,-23,26,149,-7,-41,48,121
-7,-27,32,0,-1,-4,41,78,-2,16,21,45
-1,-3,30,0,-8,41,-14,0,-8,-26,27,0
-6,27,-2,0,-2,-58,65,0,-1,-54,70,0
-4,-43,57,0,-7,33,0,,-7,35,-10,0
-5,20,-1,0,0,,,,-3,-54,65,0
-8,-5,17,0,-10,8,4,0,-6,32,-5,0
0,-17,42,0,1,-32,59,0,-8,3,1,0
-4,18,1,0,-5,23,7,0,0,-33,59,0
-6,-35,56,0,-7,-42,44,0,-2,27,6,0
-2,-18,44,0,0,-42,63,0,-8,-42,44,0
-6,-3,8,0,-8,22,-6,0,1,-44,67,0
0,-23,52,56,1,-45,61,0,-8,31,-11,0
-1,18,4,109,1,3,29,0,-2,-56,68,0
-6,-43,52,160,-10,-17,22,0,0,0,35,0
-3,21,9,231,-3,-50,61,0,-8,-10,15,0
-4,-44,38,309,-5,30,-4,0,-3,-59,70,0
-2,11,26,357,-5,-48,60,0,-4,41,-8,0
-5,-28,17,372,1,-21,48,0,-8,-56,60,0
0,-13,48,378,-8,7,5,0,1,-39,64,65
-3,50,-17,373,-8,-46,56,3,-8,25,-11,115
-4,-70,65,367,0,21,8,64,1,-52,75,170
-4,40,-1,327,-9,-40,46,113,-6,37,-18,247
1,-69,88,248,0,-43,63,170,-3,-63,72,324
-3,20,23,180,-3,23,-7,246,-3,39,-15,365
-5,-26,18,99,-3,-50,64,318,-4,-61,68,375
-2,-15,54,26,-2,27,-9,365,-3,,,
-4,6,-11,0,-5,-54,64,375,,36,-7,375
0,-80,71,0,1,29,-9,377,-7,-51,55,374
-5,47,-2,0,-6,-50,62,374,-2,20,6,367
-,,,,-1,26,-2,369,-5,20,-10,309
3,40,-26,0,-5,-50,51,319,0,-46,67,235
3,-73,81,0,0,23,9,256,-5,27,-10,158
-6,55,-29,0,-1,25,-15,174,-2,-48,62,86
-4,-24,18,0,-4,-50,72,102,-3,24,-5,12
1,-22,47,0,-3,3,,,-2,-45,59,0
-5,13,-6,0,4,-16,16,,-2,17,0,0
0,-64,64,0,-2,-60,70,0,-6,-5,18,0
-6,33,0,0,-2,35,-15,0,0,-20,40,0
-5,32,-24,0,-3,-8,12,0,0,8,4,0
3,-60,78,0,-1,-24,51,0,-4,-6,11,0
-7,43,-25,0,-3,6,-5,0,-1,-25,46,0
-4,-24,26,0,-3,-55,53,0,-3,1,3,0
-3,-4,41,0,0,21,8,0,-7,-29,36,0
-6,-8,9,16,-2,23,-16,0,0,3,24,0
2,-62,66,88,0,-55,72,0,-4,13,1,0
-9,38,-8,132,-2,7,31,0,-5,-24,23,0
0,-55,60,184,-5,-19,12,0,0,-8,35,0
-8,31,3,260,0,-20,52,0,-6,-8,12,0
-8,19,-9,326,-4,47,-11,0,-3,-45,57,0
1,-49,65,363,-3,-62,61,0,-2,27,1,0
-8,30,-15,376,-5,39,2,0,-4,6,2,0
2,-55,71,378,-6,38,-23,0,1,-36,60,31
-9,41,-16,373,3,-68,82,25,-2,21,6,93
-1,-62,68,364,-7,52,-31,100,-5,-42,43,135
-7,42,-12,297,0,-75,85,141,-1,15,22,207
-3,-57,65,222,-4,-9,49,211,-5,-30,27,289
-6,38,0,153,-5,1,-3,280,-2,-4,37,345
-6,-49,52,79,0,-38,67,339,-6,-10,8,369
1,-44,65,3,-6,24,-18,368,1,-26,53,380
-7,,,,0,-56,79,377,,,,
,30,-12,0,-7,43,-27,378,-3,40,-7,379
0,-53,71,0,3,-68,82,373,-5,-53,55,376
-2,7,31,0,-2,-14,51,265,-3,24,9,362
-9,-16,22,0,-2,-14,51,246,-8,-35,34,290
-2,-55,64,0,-7,46,-12,199,0,5,28,229
-5,31,-5,0,-7,6,1,139,-7,37,-9,54
-4,-50,58,0,1,-31,63,69,-7,37,-9,33
-4,25,4,0,,,,,-9,2,-2,13
-10,10,6,0,,,,,-5,-53,58,0
0,-32,51,0,-10,19,-8,0,0,-32,58,0
-2,13,9,0,-5,-47,47,0,-7,17,-5,0
-7,-32,43,0,-5,18,17,0,-5,-42,48,0
-1,-34,56,0,-5,-32,35,0,-4,16,17,0
-5,15,1,0,0,-48,68,0,-8,-34,32,0
-7,-24,41,0,-9,30,-8,0,-1,-53,66,0
0,4,18,0,-2,-52,62,0,-6,32,-11,0
-7,-26,36,12,1,-10,39,0,-3,-53,66,0
-2,-35,60,84,-10,-6,13,0,-6,35,-6,0
-4,15,-7,129,3,-19,48,0,-10,-1,4,0
-3,-42,66,195,-5,26,3,0,2,-29,57,0
-2,26,-12,279,-7,-45,49,0,-4,32,4,0
-3,-57,67,340,1,-31,54,0,-8,-46,51,0
-2,36,-10,372,-8,15,0,0,-2,23,14,0
-6,-62,58,375,-7,-37,47,0,-8,33,-15,0
-2,36,4,375,0,15,17,0,-1,-58,73,34
-5,-49,39,369,-10,-31,36,0,-5,39,-15,104
-2,11,28,354,1,3,26,31,-4,-61,72,152
-5,-21,12,276,-3,27,-9,98,-5,40,-11,231
0,-18,55,209,-4,-52,66,141,-6,-60,62,308
-3,59,-24,124,-3,31,-7,213,-1,31,1,352
-4,-75,71,53,-6,-55,61,290,-8,-48,48,369
-6,45,-3,0,0,-25,47,346,0,-50,,
-3,-57,42,0,-4,4,1,367,69,382,,
-3,16,28,0,-1,-39,59,378,-7,33,-15,373
-4,,,,-4,22,-10,374,0,-57,70,369
62,-32,0,,-2,-50,68,370,-4,34,-14,332
2,-86,83,0,-2,30,-19,345,-4,-55,68,257
-2,-24,54,0,-3,-59,75,271,-3,32,-7,185
-4,15,-13,0,-1,42,-19,190,-6,-48,57,113
4,-58,73,0,-5,-63,71,117,-1,21,5,37
-4,37,3,0,-2,39,-11,33,-6,10,3,0
-4,-43,40,0,-4,-59,60,0,0,-39,55,0
-4,3,31,0,0,-40,63,0,0,8,13,0
-6,53,-31,0,,,,,-7,-25,38,0
2,-74,79,0,,,,,2,-4,21,0
0,-22,54,0,-2,23,-13,0,-3,11,0,0
-5,13,-6,0,-2,-51,70,0,-5,-19,29,0
0,-40,69,0,-2,13,17,0,1,-13,30,0
-9,35,0,0,-2,-29,28,0,-6,-10,17,0
-1,-49,46,60,0,-8,34,0,-4,-34,49,0
4,-53,72,113,0,36,-16,0,0,13,8,0
-9,35,-16,166,-3,-58,64,0,-4,-2,6,0
2,-56,72,240,0,-26,57,0,0,-31,51,0
-9,37,-16,319,-5,15,-10,0,-5,14,-2,0
0,-62,68,360,1,-51,71,0,-4,-32,39,0
-7,39,-12,376,-4,24,12,0,0,8,23,0
-2,-58,65,378,-4,-36,33,0,-4,24,-7,0
-7,39,-5,374,-3,5,34,0,-1,-50,64,25
-4,-56,54,366,-6,52,-24,0,-3,29,-13,98
-5,30,7,320,1,-74,78,15,-5,-16,18,141
-8,-41,44,238,-7,51,-20,96,0,-13,46,214
0,-51,72,169,-6,13,-10,136,-6,0,4,279
-7,38,-15,91,0,-45,74,202,0,-33,57,337
0,-59,71,27,-7,34,-25,282,-3,17,-11,370
-7,,,,1,-66,83,340,0,-50,69,37
40,-11,0,,-8,57,-25,377,9,,,
-4,-59,66,0,-6,-1,9,373,-6,38,-18,378
-1,-20,52,0,3,-76,73,370,-2,-58,67,303
-8,8,1,0,3,-76,73,368,-2,-58,67,273
-5,-50,54,0,-1,-27,63,348,-2,-24,53,258
-4,22,9,0,-8,18,-13,281,-5,37,-5,200
-8,-39,43,0,1,-46,74,207,-7,16,-5,127
-1,-46,60,0,-8,34,-18,132,0,-46,56,58
-6,26,-5,0,2,-56,68,6,-12,22,-15,0
-1,-45,60,0,3,,,,-4,-52,66,0
-1,-4,29,0,-20,37,-24,0,-2,6,29,0
-3,18,0,0,1,-61,72,0,-5,-26,13,0
-7,-5,22,0,-1,-7,42,0,-4,-10,40,0
-7,-5,22,0,-8,-5,12,0,-7,33,-9,0
-7,-34,56,0,-1,-21,52,0,-4,-55,63,0
-1,-14,38,0,-7,31,-2,0,-4,30,-2,0
-7,-8,18,17,-5,-50,53,0,-9,10,-3,0
-2,-17,42,87,-3,22,9,0,1,-37,63,0
-1,13,1,128,-10,17,-3,0,-3,23,12,0
-5,-39,56,194,2,-39,61,0,-8,-38,38,0
-3,20,3,267,-2,12,20,0,-2,10,27,0
-5,-47,49,334,-9,-28,31,0,-9,36,-14,0
-2,20,11,366,1,3,28,0,-2,-57,73,0
-5,-43,36,375,-7,26,-6,0,-7,41,-12,0
-1,9,30,377,-4,-47,65,0,-10,-4,9,4
-3,43,-21,369,1,-6,37,0,2,-25,56,73
-1,-72,72,360,-11,-10,16,0,-10,13,-5,122
-3,47,-15,290,3,-17,45,42,2,-42,68,177
-4,-66,63,217,-1,27,-2,103,-8,28,-16,258
-4,40,3,146,-8,-50,58,153,0,-58,73,326
-4,-51,41,68,-1,26,3,223,0,8,24,358
-4,12,30,0,-8,-46,48,298,-8,-23,24,373
-4,-22,9,0,1,16,14,348,2,,,
1,-86,86,0,-9,-36,37,369,,-12,41,380
-6,62,,,2,3,25,379,-8,-2,6,372
-22,0,,,-1,35,-16,374,2,-31,55,368
-4,16,-16,0,-4,-60,69,369,-3,28,-2,329
4,-60,79,0,0,35,-14,348,-6,-47,53,254
-3,47,-31,0,-7,-59,65,272,-1,20,11,183
-4,-51,36,0,0,36,-7,206,-8,-33,39,109
-2,4,33,0,-5,-52,53,127,2,4,24,41
-6,-7,8,0,0,24,12,,-8,-21,25,0
1,-82,79,0,,58,,,-1,-51,60,0
-6,52,-19,0,-3,32,-18,0,-2,24,0,0
-5,23,-19,0,-2,-63,73,0,-7,-5,18,0
1,-56,80,0,-2,40,-18,0,2,-24,40,0
-7,44,-29,0,-4,-16,19,0,-6,2,10,0
-4,-40,40,0,0,-19,45,0,-7,-35,44,0
-5,9,29,0,-3,3,2,0,4,3,13,0
-3,-21,16,53,-4,-58,59,0,-5,8,3,0
3,-67,75,109,1,26,0,0,-5,-24,36,0
-10,45,-15,166,-4,22,-13,0,1,-2,26,0
1,-60,67,236,1,-51,71,0,-7,-19,20,0
-8,36,-4,312,-2,13,22,0,-1,-42,52,0
-2,-56,54,358,-5,-28,21,0,-2,21,-2,0
-6,28,7,375,-1,-8,42,0,-3,-43,57,0
-5,-44,43,379,-5,48,-21,0,0,-18,47,0
-3,18,20,374,-1,-67,72,0,-7,2,6,0
-8,-33,31,373,-6,48,-10,0,-4,-45,51,40
-2,3,34,336,-7,21,-12,1,-1,20,3,98
-8,42,-15,252,1,-53,74,69,-5,-42,47,144
-1,-61,71,177,-5,38,-27,124,-2,19,14,214
-6,43,-8,103,1,-66,87,173,-5,-37,34,297
-6,-57,63,28,-7,52,-29,255,-1,5,26,345
-5,,,,0,-77,84,319,-2,33,-14,373
,33,-1,0,-6,55,-25,366,-4,-59,,
-7,-49,51,0,-5,-2,-1,375,67,381,,
0,-44,67,0,0,-33,67,379,-4,40,-10,377
-7,30,-10,0,-7,26,-16,373,-6,-57,59,375
-1,-55,65,0,1,-56,77,366,-2,30,2,350
-3,2,28,0,-8,43,-28,310,-7,-42,46,270
-8,-19,24,0,2,-66,84,236,-2,15,19,196
-1,-27,47,0,-8,52,-22,158,-7,-23,29,117
-5,19,1,0,-2,-65,77,85,0,-6,39,54
-5,19,1,0,-8,45,-14,2,-5,36,-12,0
-8,10,4,0,-8,5,0,0,-5,-56,64,0
-8,10,4,0,1,-35,64,,-5,33,-3,0
-6,-37,50,0,,0,,,-7,12,-2,0
-4,10,9,0,-7,34,5,0,0,-39,65,0
-4,15,8,0,-6,-45,48,0,-4,23,10,0
-4,-33,49,0,0,-47,67,0,-7,-40,40,0
-2,5,13,0,-8,28,-12,0,-2,9,24,0
-6,-26,42,53,1,-53,69,0,-7,32,-16,0
-1,3,17,103,-1,2,31,0,-2,-54,70,0
-4,8,1,149,-10,-16,22,0,-7,37,-10,0
-4,-31,60,219,1,-11,40,0,-9,-7,8,0
-3,13,-8,295,-7,29,-6,0,0,-22,55,0
-2,-47,65,350,-3,-48,59,0,-6,36,-4,0
-2,28,-11,374,-6,26,1,0,-5,-52,58,0
-3,-58,63,376,-9,5,6,0,-3,30,7,0
-3,38,-6,373,-7,-43,56,0,-10,28,-12,0
-4,-59,50,370,-1,23,4,0,0,-53,72,62
-3,27,12,338,-8,-41,50,0,-7,36,-17,116
-4,-41,32,252,1,-36,60,64,0,-59,76,169
0,-68,85,186,-7,17,-5,115,-6,41,-16,252
-4,57,-32,99,0,-44,65,166,-5,-63,68,325
0,-80,82,40,-3,25,-11,249,-3,36,-8,360
-5,,,,-3,-55,68,317,-7,9,-4,373
56,-21,0,,-2,32,-11,366,,,,
-2,-75,64,0,-6,-59,65,373,2,-42,65,382
1,-56,83,0,0,35,-9,378,-8,28,-15,372
-4,48,-34,0,-5,6,0,372,2,-55,70,369
5,-83,88,0,0,-38,63,369,-5,33,-16,319
-4,5,35,0,-5,21,-16,327,0,-55,72,248
-3,-14,4,0,0,-52,75,255,-4,35,-12,172
0,-89,78,0,-1,38,-23,174,-4,-54,62,99
-7,59,-16,0,-3,-63,78,100,3,-24,49,22
0,-68,58,0,,,,,-6,4,2,0
4,-68,83,0,-3,44,-20,13,2,-37,56,0
-6,53,-34,0,-6,-11,8,0,-2,17,10,0
-3,-37,30,0,1,-27,54,0,-6,-32,40,0
-4,-2,37,0,-3,14,-5,0,2,-44,55,0
-5,-5,6,0,-4,-57,58,0,-5,19,-2,0
3,-73,80,0,-2,24,6,0,-2,-45,55,0
-9,47,-12,13,-4,30,-17,0,3,-14,30,0
0,-59,58,84,-2,-62,70,0,-8,-4,16,0
1,-48,71,126,-2,38,-19,0,-3,-38,50,0
-8,30,-17,187,-6,-16,18,0,-2,14,6,0
3,-54,75,265,0,-18,49,0,-3,-39,44,0
-9,35,-17,336,-5,5,-6,0,1,-32,55,0
0,-60,70,365,-2,-61,59,0,-5,15,-3,0
-8,37,-14,377,-3,34,1,0,0,-38,60,0
2,-57,67,377,-5,29,-20,0,0,8,20,0
-8,38,-7,373,0,-55,79,0,-4,19,-4,0
-4,-56,58,358,-7,44,-24,0,0,-44,60,60
-6,34,-1,296,-6,-33,28,37,-4,22,-8,113
-8,15,-6,222,-1,0,36,98,-1,-47,64,166
2,-40,67,152,-6,-11,11,144,-3,28,-7,247
-10,29,-9,73,0,-21,57,208,-6,-11,14,319
-1,-51,67,0,-6,10,-9,285,-1,-21,48,363
-8,33,-13,0,0,-46,71,340,-4,2,0,374
-8,-24,27,0,-5,40,-2,370,0,,,
0,-,,,-6,-55,49,377,,-36,60,382
4,41,0,,-3,24,19,376,-5,24,-7,377
-9,-7,12,0,-7,-32,26,374,-2,-51,65,375
-6,-57,60,0,-2,-3,40,354,-5,35,-15,331
-3,31,0,0,-8,-5,7,289,-3,-56,69,250
-7,6,4,0,0,-25,60,214,-4,39,-9,174
0,-35,57,0,-5,49,-11,135,-7,5,4,112
-1,23,10,0,-5,-58,61,63,0,-33,61,42
-9,-35,41,0,-5,32,7,0,-8,20,-9,0
-2,-45,58,0,-6,-43,41,0,-7,-45,46,0
-4,24,-4,0,1,,,,-3,16,20,0
-3,-44,62,0,-58,76,0,,-6,-28,30,0
-3,23,0,0,-8,40,-16,0,-1,-55,72,0
-8,-9,27,0,-1,-59,73,0,-7,36,-14,0
-1,-13,31,0,-7,38,-12,0,-4,-59,67,0
-1,15,1,16,-9,-8,11,0,-4,35,-7,0
-4,-35,57,85,1,-25,50,0,-9,8,0,0
-2,12,1,126,-4,31,-3,0,-6,-51,59,0
-5,-8,19,186,-6,-46,54,0,-4,28,6,0
-4,-16,42,270,-4,21,9,0,-7,-44,42,0
-2,-8,8,331,-9,17,-4,0,0,-48,71,0
-4,-25,54,367,0,-41,62,0,-7,35,-15,0
-3,7,-8,376,-2,12,17,0,-2,-56,75,0
-2,-42,65,378,-7,-28,38,0,0,2,35,0
-2,31,-18,373,0,7,23,0,-9,-12,15,5
0,-65,76,363,-6,25,-8,0,-4,-61,70,74
-4,47,-23,300,-2,-46,65,31,-4,39,-8,121
-4,-8,3,226,0,-4,31,94,-6,-57,63,180
-1,-28,64,156,-8,-17,21,135,-4,32,1,253
-3,21,-20,69,0,-10,43,206,-7,-49,46,326
0,-57,86,,-7,-6,8,278,0,16,17,358
1,,,,0,-28,54,336,-8,-32,31,37
-3,45,-37,0,0,29,-1,367,3,,,
-3,-49,34,0,-8,-52,52,375,1,-2,33,381
-4,9,37,0,0,23,10,376,-5,43,-19,369
-4,-15,4,0,-7,-38,35,370,-3,-63,69,366
2,-90,81,0,0,5,28,365,-4,36,-9,316
-6,60,-19,0,-3,39,-23,307,-6,-54,60,241
-2,25,-23,0,-3,-64,78,232,-2,29,3,176
4,-70,82,0,-1,46,-20,149,-7,-43,44,99
-5,61,-34,0,-5,-66,69,,0,13,19,32
-3,-38,30,0,,76,,,-6,29,-13,0
-3,-7,42,0,-3,40,-6,0,0,-57,67,0
-4,0,-4,0,-5,-58,51,0,0,-6,33,0
0,-82,80,0,3,-58,75,0,-7,-8,15,0
-8,55,-15,0,-3,43,-22,0,3,-26,44,0
-5,34,-22,0,0,-70,77,0,-2,23,2,0
2,-61,86,0,0,-5,35,0,-6,-43,47,0
-8,46,-32,52,-4,-9,10,0,1,-40,49,0
3,-71,84,108,-1,-71,68,0,-6,20,-1,0
-10,51,-22,166,-2,38,-9,0,-5,-26,34,0
3,-67,76,233,-5,-53,54,0,1,-5,27,0
-3,-17,52,312,1,-50,71,0,-5,-16,20,0
-5,1,-2,355,-5,35,-22,0,-2,-46,57,0
2,-33,60,374,1,-64,78,0,-4,24,-5,0
-11,17,-8,379,-2,5,31,0,-2,-43,57,0
3,-42,67,374,-6,-16,16,0,1,-21,46,0
-10,27,-14,372,0,-67,78,0,-7,3,8,0
3,-53,70,328,-7,48,-18,0,-3,-41,51,67
-9,37,-14,244,0,-66,68,41,-2,14,5,114
0,-55,73,175,-6,41,-7,103,-5,-36,48,168
-8,40,-12,96,-7,22,-14,153,0,14,13,242
-3,-58,67,25,1,-50,77,224,-4,-34,38,318
,,,,-7,36,-25,305,-3,7,18,358
,,,,1,-66,81,354,-3,20,-8,374
1,-15,47,0,-7,48,-27,374,,,,
-10,3,7,0,-1,-72,80,379,-2,-46,61,381
-6,-54,60,0,-6,54,-21,376,-3,30,-6,376
-3,29,5,0,-2,-71,71,368,-5,-52,59,374
-7,-45,45,0,-7,46,-8,329,-4,29,-2,334
-1,-44,62,0,-6,-57,55,249,-5,-45,52,249
-6,24,-7,0,-4,30,11,176,-2,21,11,177
-2,-51,63,0,-8,-38,38,99,-8,-32,40,100
1,3,27,0,,,,,-2,5,26,34
-9,-15,23,0,1,-64,81,32,-6,32,-13,0
-4,-51,61,0,-10,48,-22,0,-3,-55,67,0
-3,27,-2,0,-1,-68,74,0,-6,35,-6,0
-7,-43,55,0,-6,44,-10,0,-8,1,7,0
0,-26,46,0,-8,6,2,0,-1,-30,57,0
-6,9,10,0,0,-34,62,0,-6,27,2,0
-8,-33,50,0,-6,32,2,0,-6,-46,48,0
-1,9,11,2,-7,-48,48,0,-2,17,17,0
-7,-28,45,70,0,17,16,0,-8,29,-12,0
-4,-32,51,120,-8,31,-10,0,-1,-51,68,0
-3,8,4,171,0,-50,67,0,-2,2,32,0
-4,-29,55,248,-2,2,27,0,-8,-15,16,0
-2,8,-2,316,-9,-17,20,0,-1,-13,49,0
-4,-39,62,360,2,-10,39,0,-7,37,-7,0
-1,19,-9,375,-4,29,-5,0,-6,-54,62,0
-4,-50,65,376,-6,-46,63,0,-4,32,0,0
-2,34,-9,373,0,-15,45,0,-9,17,-6,8
-3,-5,2,368,-10,-2,10,4,1,-45,69,69
-2,-34,62,327,2,-25,51,69,-2,20,15,120
-2,22,-18,240,-1,22,0,116,-9,-35,36,176
0,-55,80,174,-7,-45,55,171,-1,6,29,248
-3,44,-29,88,-2,22,6,246,-8,-20,20,324
0,-74,88,25,-7,-45,43,317,1,-14,46,360
,,,,1,14,17,357,-9,0,3,374
-3,0,40,0,-7,-35,33,372,,,,
-2,-12,0,0,1,1,32,380,-5,-59,64,382
0,-28,68,0,-3,40,-19,374,-2,35,-4,370
-6,57,-16,0,-4,-65,70,368,-6,-49,49,369
-1,-73,58,0,-1,40,-13,325,-1,18,14,328
-6,34,9,0,-6,-61,64,246,-8,-33,34,248
-2,53,-35,0,-2,38,-2,174,1,3,30,192
2,-88,88,0,-7,-53,47,96,-8,-16,17,109
-2,0,42,0,-1,-76,81,0,3,-15,46,40
-5,0,-2,0,-1,-7,44,0,-5,36,-9,0
0,-87,77,0,-1,-7,,,-3,-59,60,0
-6,54,-15,0,,44,0,,3,-50,61,0
-3,-64,56,0,-5,56,-22,0,3,-50,61,0
3,-71,89,0,-4,-1,1,0,0,11,16,0
-7,60,-37,0,2,-40,64,0,0,11,16,0
3,-80,93,0,-3,41,-6,0,-8,-28,30,0
-4,-6,43,9,-5,-58,50,0,0,-58,60,0
-3,-3,-1,78,0,18,14,0,-3,31,-8,0
2,-76,78,120,-4,47,-24,0,-3,-50,59,0
-10,48,-12,186,1,-71,79,0,3,-28,49,0
0,-59,59,258,-1,-10,42,0,-7,10,-4,0
-9,31,5,325,-5,-2,0,0,-4,-45,48,0
-3,-47,41,362,1,-33,62,0,0,16,9,0
-4,15,23,376,-4,44,-12,0,-5,-32,41,0
-6,-27,26,376,-4,-57,59,0,0,-43,64,0
-2,-1,38,372,-5,31,8,0,-5,24,-8,0
-8,-13,12,366,-7,36,-23,14,-5,-24,28,62
0,-16,50,307,2,-62,79,84,0,-6,28,109
-9,41,-8,230,-8,44,-24,133,-5,-15,25,163
-4,-56,63,157,1,-66,79,186,0,-10,36,243
-5,35,2,86,-1,-5,42,266,-7,-10,15,320
-5,-49,51,14,-6,-9,7,325,0,-19,41,363
-3,24,12,0,-1,-25,55,365,-5,-2,6,376
-11,26,-8,0,-8,10,-9,375,-5,-44,51,382
0,-,,,2,-41,70,377,-2,22,9,377
49,69,0,,-6,32,-19,373,-6,,,
-7,33,-11,0,1,-60,78,363,,-38,40,377
-9,-24,25,0,-8,47,-26,302,0,10,20,345
0,-7,38,0,0,-68,82,231,-7,-23,27,259
-9,-9,15,0,-1,-2,41,158,0,-3,37,196
-6,-54,60,0,-8,-5,10,87,-5,35,-7,118
-1,31,0,0,0,-25,57,15,-5,-52,64,46
-9,9,5,0,-8,15,-9,0,-4,31,-2,0
0,-37,55,0,-4,,,,-6,-48,54,0
-2,19,9,0,-59,59,0,,-1,-39,65,0
-8,-32,42,0,-5,32,9,0,-7,27,-12,0
0,-43,59,0,-7,32,-14,0,-1,-52,70,0
-4,24,-1,0,0,-57,73,0,-6,34,-16,0
-5,-41,58,0,-7,37,-17,0,-7,-21,22,0
0,-7,28,1,-8,-26,25,0,-2,-11,42,0
-7,-13,26,70,0,-8,39,0,-8,-1,6,0
0,-15,33,115,-9,-5,12,0,-3,-54,64,0
-1,14,3,171,-3,-54,64,0,-6,31,-2,0
-5,-33,55,246,-6,29,-4,0,-6,-48,51,0
-2,10,1,313,-6,-45,54,0,0,-40,68,0
-5,-40,53,358,1,-32,57,0,-7,28,-13,0
0,16,1,373,-8,15,0,0,-2,-50,73,0
-3,0,2,376,-7,-35,49,0,-2,11,26,0
-2,-31,58,374,-1,14,13,0,-9,-23,25,37
-3,17,-11,367,-7,-32,41,24,0,-8,41,94
0,-52,70,339,0,-39,61,91,-7,37,-12,139
-1,37,-21,256,-6,18,-5,134,-2,-57,67,208
-3,-63,78,185,-2,-42,64,200,-5,34,-5,285
-4,48,-22,101,-4,23,-9,279,-6,-55,56,348
-2,-70,72,28,-3,-53,67,339,-2,24,7,368
-3,43,-11,0,-2,31,-10,370,-7,,,
-2,20,-23,0,-6,-58,63,376,,-41,41,376
0,-,,,-1,35,-6,373,0,11,23,376
56,85,0,,-7,-55,54,372,-9,-24,21,368
-4,47,-33,0,0,24,8,356,1,-12,42,357
-3,-44,28,0,-2,46,-28,184,-5,38,-15,281
-3,-1,41,0,-2,46,-28,163,-3,-57,69,210
-4,-8,-1,0,-5,-24,19,124,-1,24,8,0
-2,-86,75,0,-2,,,,-7,23,-15,0
-6,56,-12,0,,-71,83,53,-6,-41,39,0
-2,-65,51,0,-4,52,-22,0,-6,-41,39,0
4,-73,85,0,-3,-75,71,0,5,-53,64,0
-5,61,-37,0,2,-40,69,0,-7,33,-8,0
2,-85,90,0,-4,30,-21,0,-7,-23,22,0
-2,-11,50,0,2,-66,80,0,0,-18,34,0
-6,8,-6,0,-2,21,16,0,-3,34,-5,0
1,-78,78,0,-7,-33,24,0,-4,-56,48,0
-8,48,-9,43,3,-13,41,0,-3,20,2,0
-8,48,-30,171,-3,55,-23,0,-8,22,-2,0
-3,-34,30,187,-3,-71,70,0,2,-52,58,0
-3,-34,30,231,-4,42,-6,0,-6,27,-13,0
-5,0,39,300,-6,31,-23,0,-6,-24,24,0
-10,49,-24,356,2,-62,81,0,1,-8,34,0
0,-20,52,369,-4,48,-29,0,-5,32,-10,0
-8,44,-14,379,-6,-32,33,0,-2,-50,63,0
0,-59,62,374,-2,1,38,0,-4,26,-2,0
-7,35,1,369,-6,52,-26,22,-7,3,6,29
-6,-49,47,334,0,-72,75,90,3,-32,49,94
-4,23,13,256,-7,47,-16,139,-1,17,5,136
-6,-35,40,185,-1,-64,68,200,-5,-36,48,200
-1,12,28,111,-7,39,-4,280,0,11,13,276
-11,-24,25,28,-4,-57,52,340,-4,-32,38,339
0,-4,35,0,-3,27,11,369,0,4,20,367
-6,33,-8,0,-7,-42,37,377,-3,16,,
-2,-54,,,-3,13,30,376,,-3,377,
,64,0,,-8,-22,16,373,-3,-41,58,379
1,-16,50,0,-1,-73,76,350,-3,25,-3,374
-10,3,5,0,-7,52,-19,272,-4,-48,56,364
-8,-52,53,0,-3,-67,72,196,-3,27,-1,303
0,23,6,0,-6,48,-6,122,-6,-45,53,224
-5,14,0,0,-8,-57,56,49,-2,25,7,154
0,-42,61,0,-4,29,10,0,-7,-38,45,76
1,16,17,0,-8,-40,,,-1,11,20,5
-10,-28,33,0,38,0,,,-6,31,-13,0
1,-2,27,0,0,-64,81,0,-3,-56,69,0
-3,29,-5,0,-8,47,-19,0,-5,37,-10,0
-5,-48,63,0,-2,-67,74,0,-7,-6,10,0
-2,28,0,0,0,-16,47,0,-2,-25,54,0
-8,3,14,0,-7,1,4,0,-6,11,-4,0
