x Normal 1,y Normal 1,z Normal 1,i Normal 1,, Normal 4, Normal 4, Normal 4, Normal 4
7,-34,46,0,,-2,0,31,352
-5,0,32,0,,4,-16,28,281
,,,,,13,-32,39,216
3,-13,21,17,,-8,11,18,141
11,-35,38,92,,9,-33,36,68
-8,12,20,130,,-4,6,24,0
11,-32,36,187,,10,-30,35,0
-7,8,23,264,,9,-26,34,0
10,-30,30,336,,-6,0,22,0
-4,3,28,358,,5,-27,35,0
-6,6,17,375,,2,-4,22,0
11,-30,38,376,,-4,0,22,0
-7,10,20,368,,10,-31,40,0
11,-32,35,362,,-5,6,15,0
-8,10,23,306,,0,-15,29,0
10,-30,36,229,,7,-13,32,0
-6,7,22,171,,-5,10,15,0
7,-28,33,91,,8,-35,42,0
10,-28,37,21,,8,-24,42,0
-8,3,22,0,,-7,4,12,0
12,-32,38,0,,5,-35,44,0
2,-8,29,0,,0,9,18,0
3,-18,28,0,,-8,8,11,0
11,-33,38,0,,10,-39,50,52
-5,3,20,0,,-8,16,5,104
8,-32,38,0,,0,-25,27,156
8,-20,33,0,,4,-4,37,213
-3,-3,22,0,,-3,-14,17,298
6,-27,37,0,,6,-22,45,343
-1,1,23,0,,-5,7,9,364
-7,4,18,0,,5,-4,,
9,-33,44,0,,3,37,374,
-7,11,10,0,,-1,14,27,375
0,-19,30,0,,0,-23,24,368
3,-7,29,0,,1,-8,36,355
-6,12,,,,-5,2,14,300
,12,0,,,4,-29,48,223
9,-39,45,48,,-6,27,16,159
-6,13,11,102,,4,-38,38,79
-3,-7,17,157,,-6,10,24,13
7,-22,44,219,,3,-21,23,0
-7,2,12,294,,11,-54,56,0
9,-34,47,343,,-10,36,5,0
-7,13,8,363,,11,-51,48,0
2,-24,26,375,,4,-26,46,0
2,-4,36,376,,-4,14,6,0
-5,-4,16,369,,9,-41,39,0
5,-26,43,356,,-7,15,24,0
-8,17,8,302,,6,-23,29,0
4,-32,33,222,,9,-41,48,0
-3,10,28,159,,-11,26,8,0
0,-19,27,78,,2,-9,17,0
0,-9,35,20,,-2,-11,42,0
-9,31,6,0,,0,2,15,0
10,-50,48,0,,10,-36,39,0
-8,28,15,0,,-9,14,21,0
-5,18,7,0,,-5,6,14,5
8,-42,51,0,,9,-29,42,70
-8,14,22,0,,-5,4,30,117
6,-26,27,0,,6,-21,27,162
-2,0,34,0,,-1,-3,33,232
-9,31,7,0,,3,-15,22,308
0,-6,18,0,,4,-14,34,352
1,-17,41,0,,-2,-5,22,369
-9,23,14,0,,,,,
9,-36,37,0,,,,,
-9,17,23,0,,9,-30,36,376
-5,16,10,0,,-4,9,23,368
7,-33,45,0,,6,-26,29,364
-3,3,,,,-3,-1,29,340
29,0,,,,4,-17,26,265
4,-16,23,46,,1,-8,32,210
0,-10,36,106,,-7,11,18,136
1,-7,20,147,,10,-33,38,61
10,-34,37,209,,-5,7,24,0
-7,9,22,286,,-4,-6,24,0
9,-32,33,345,,10,-25,35,0
-3,4,26,363,,-4,0,24,0
6,-23,29,377,,7,-26,35,0
11,-30,38,374,,1,-5,24,0
-7,10,19,368,,-5,1,22,0
11,-32,36,350,,9,-31,38,0
-8,12,20,281,,4,-8,25,0
12,-33,39,211,,0,-13,29,0
-5,11,19,144,,8,-32,41,0
7,-32,37,66,,-6,8,16,0
-2,3,25,2,,-4,-6,20,0
-6,1,20,0,,7,-23,41,0
12,-32,40,0,,-6,3,13,0
1,-4,28,0,,6,-32,42,0
3,-21,31,0,,0,7,20,0
11,-34,38,0,,-8,6,12,0
-5,5,19,0,,11,-35,47,51
9,-32,40,0,,0,0,25,99
8,-18,32,0,,1,-22,28,148
-2,-4,23,0,,4,-4,35,200
6,-29,37,0,,-7,19,8,277
-3,3,21,0,,9,-45,46,336
-5,3,19,0,,-7,18,16,360
8,-31,44,0,,5,-38,,
1,1,23,0,,,35,373,
2,-21,32,0,,-2,11,28,375
8,-34,46,0,,-1,-22,23,368
-8,10,12,0,,1,-8,37,360
9,-38,44,54,,-9,27,13,301
5,-14,35,1,,8,-45,44,221
6,,,,,-8,26,16,159
-3,-8,22,160,,4,-38,38,79
6,-19,40,225,,-5,12,24,16
-5,-3,13,302,,-8,29,3,0
8,-31,45,346,,11,-52,56,0
-5,12,11,365,,-11,35,5,0
2,-25,30,376,,-1,-3,14,0
1,-2,33,373,,3,-25,47,0
-3,-8,18,367,,-11,26,12,0
4,-22,43,343,,8,-42,39,0
-7,13,9,281,,-7,16,23,0
5,-36,50,207,,-8,24,7,0
-4,15,24,141,,10,-42,48,0
1,-25,31,61,,-4,1,33,0
-1,-3,32,0,,3,-10,19,0
0,-8,17,0,,9,-40,45,0
9,-51,52,0,,-9,24,13,0
-10,31,11,0,,10,-36,40,0
-2,10,8,0,,5,-21,43,0
6,-36,52,0,,-5,7,15,8
-9,19,18,0,,9,-29,28,75
7,-31,32,0,,-6,4,28,120
-4,5,31,0,,6,-22,27,166
-8,29,7,0,,0,-3,33,230
3,-11,21,0,,2,-16,23,306
-1,-12,40,0,,10,-37,38,354
-1,3,12,0,,-7,12,20,36
8,-37,38,0,,9,,,
-9,18,20,0,,10,-31,36,377
-2,13,11,0,,-4,10,24,368
7,-32,45,0,,6,-27,29,365
-8,14,13,4,,-3,0,28,334
4,-18,22,75,,4,-19,29,257
-2,-10,,,,1,-4,31,205
36,123,,,,-7,12,18,128
3,-7,19,170,,9,-36,39,57
4,-17,41,240,,-6,8,21,0
-1,-2,16,312,,-3,-7,24,0
7,-26,40,355,,10,-25,37,0
-4,5,26,367,,-5,-1,22,0
8,-23,30,378,,7,-30,35,0
0,0,29,370,,1,-3,23,0
-8,9,19,367,,-4,1,22,0
12,-32,38,343,,10,-31,40,0
-8,12,19,271,,4,-6,24,0
12,-33,40,202,,0,-15,30,0
-7,10,18,130,,7,-13,32,0
8,-34,36,56,,-6,8,16,0
-4,6,25,0,,7,-34,43,0
-5,-1,20,0,,7,-20,40,0
12,-31,40,0,,-6,2,15,0
0,0,27,0,,5,-32,42,0
4,-25,30,0,,0,8,18,0
12,-35,39,0,,-8,5,14,0
-6,6,20,0,,9,-34,45,61
10,-34,40,0,,0,0,25,104
7,-14,30,0,,1,-24,31,158
-4,-5,24,0,,3,-3,33,217
8,-33,39,0,,-2,-17,21,
-4,6,20,0,,301,,,
-6,1,19,0,,5,-18,40,346
9,-29,42,0,,-5,18,14,365
-7,9,12,0,,5,-37,37,376
2,-25,35,0,,-3,12,27,374
3,-3,27,0,,0,-24,24,368
,,,,,1,-6,36,349
,,,,,-4,-2,15,280
-8,11,12,4,,7,-45,44,209
9,-38,45,69,,-7,28,15,140
4,-12,32,114,,5,-41,40,61
-3,-11,23,178,,-6,15,22,0
7,-16,39,248,,-8,27,3,0
-5,-4,17,320,,10,-52,56,0
6,-28,44,354,,-10,36,3,0
-5,9,12,368,,0,-7,15,0
8,-33,46,377,,3,-21,46,0
0,2,31,373,,-11,29,10,0
-2,-12,20,367,,9,-44,41,0
3,-18,41,332,,-7,19,22,0
-6,8,10,265,,-7,23,6,0
6,-31,49,194,,8,-40,49,0
-5,19,21,125,,-5,3,32,0
3,-31,32,48,,3,-12,19,0
-3,4,28,0,,9,-42,46,0
-9,29,5,0,,-9,24,13,0
9,-51,54,0,,10,-36,39,0
-9,34,7,0,,3,-21,43,0
-1,2,12,0,,-6,7,14,10
11,-51,48,0,,8,-31,43,84
-9,24,14,0,,-5,3,32,123
7,-38,38,0,,7,-20,25,172
7,-41,53,0,,0,-5,35,241
-7,28,5,0,,-8,12,16,313
5,-19,25,0,,10,-37,38,356
-3,-6,36,0,,-7,11,20,
0,-2,15,0,,,372,,
9,-41,43,0,,12,-31,35,376
-8,23,16,0,,-5,9,24,368
-1,10,12,0,,7,-27,29,363
5,-30,46,0,,-3,1,29,331
,,,,,-8,10,18,254
-8,9,25,3,,12,-33,42,190
7,-23,25,75,,-8,12,17,112
-3,-5,35,121,,11,-37,39,39
4,-11,21,170,,-7,8,21,0
11,-37,41,246,,11,-36,38,0
-8,12,17,316,,11,-24,36,0
10,-35,36,358,,-6,-2,21,0
-5,8,24,370,,12,-30,35,0
8,-26,32,379,,1,0,23,0
-4,2,28,368,,3,-26,34,0
6,-20,25,365,,11,-32,39,0
12,-31,39,327,,-5,8,17,0
-8,11,19,249,,-1,-15,30,0
10,-32,40,185,,7,-13,31,0
-7,10,17,108,,-3,-8,24,0
11,-34,39,31,,8,-35,44,0
-5,5,24,0,,-5,13,13,0
-4,-4,20,0,,5,-34,44,0
11,-28,39,0,,9,-28,42,0
-6,1,17,0,,-8,5,15,0
6,-26,32,0,,3,-31,37,53
3,-6,28,0,,1,0,23,100
-6,4,21,0,,-7,11,8,148
10,-32,38,0,,9,-39,51,209
5,-13,30,0,,-7,16,8,282
-3,-7,25,0,,9,-42,48,342
9,-21,36,0,,-6,17,12,362
-5,5,22,0,,4,,,
6,-29,37,0,,,-37,39,375
8,-26,42,0,,7,-28,45,375
-8,8,13,0,,-8,16,11,368
4,-26,35,0,,8,-42,46,358
2,-1,,,,-11,29,8,295
,26,0,,,8,-47,48,217
-10,9,15,30,,-7,31,12,153
11,-38,43,97,,6,-45,44,72
-8,13,12,138,,6,-39,50,8
9,-38,47,207,,-8,25,2,0
-7,13,13,280,,5,-32,32,0
8,-37,42,343,,-4,4,32,0
-4,9,18,357,,-8,37,1,0
-6,8,13,374,,11,-56,54,0
9,-32,44,375,,-11,32,5,0
-10,18,13,368,,-1,5,10,0
8,-41,41,360,,4,-31,50,0
-10,25,13,293,,-7,24,17,0
7,-41,44,216,,7,-31,32,0
6,-26,47,152,,7,-40,50,0
-9,17,10,72,,-8,26,5,0
8,-40,48,7,,4,-16,22,0
-9,27,6,0,,-2,-6,40,0
2,-23,28,0,,1,-1,16,0
-1,-3,36,0,,9,-38,43,0
-10,34,5,0,,-9,16,19,0
10,-52,49,0,,-4,7,12,46
-10,28,10,0,,8,-30,44,106
-4,11,9,0,,-5,12,15,149
7,-35,49,0,,10,-35,43,213
-6,19,21,0,,-8,11,14,294
4,-25,29,0,,4,-14,20,349
-4,0,32,0,,3,-13,38,365
-9,26,8,0,,0,-4,19,377
1,-9,19,0,,6,-21,37,374
1,-14,41,0,,-6,,,
-1,6,15,0,,3,17,369,
8,-37,40,0,,11,-28,41,354
-,,,,,-4,1,31,292
7,14,22,0,,5,-20,27,220
-6,12,12,58,,0,-4,30,165
9,-36,45,113,,1,-16,27,80
-7,17,13,157,,7,-13,33,18
10,-39,43,228,,-8,7,22,0
-7,15,12,306,,12,-35,36,0
3,-8,20,354,,9,-22,36,0
5,-20,39,367,,-5,-4,21,0
-1,2,17,378,,12,-28,37,0
8,-27,40,373,,0,0,24,0
-6,7,17,368,,4,-25,32,0
7,-23,28,350,,12,-31,37,0
-2,-2,31,284,,-6,7,18,0
5,-17,27,212,,0,-15,30,0
2,-6,32,157,,6,-12,32,0
0,-13,26,72,,-4,-8,22,0
11,-36,41,3,,8,-34,41,0
-7,7,20,0,,-5,12,15,0
11,-34,37,0,,-6,0,18,0
9,-25,40,0,,9,-26,41,0
-4,-1,18,0,,-10,4,16,0
11,-31,39,0,,3,-31,35,63
0,-3,26,0,,1,-1,24,109
4,-23,29,0,,0,-22,32,162
10,-33,40,0,,11,-39,48,235
-5,8,18,0,,-7,1,,
9,-32,38,0,,4,10,309,
7,-18,36,0,,9,-41,46,350
-4,-2,19,0,,-6,15,15,366
7,-32,36,0,,5,-35,37,377
-4,8,20,0,,-3,11,26,373
-6,6,15,0,,1,-25,26,367
9,-32,44,0,,0,-3,34,340
-1,1,25,0,,-11,28,8,267
2,-24,28,64,,9,-47,48,196
2,-8,,,,-9,31,12,127
31,109,,,,7,-46,42,49
-7,14,14,164,,-7,21,17,0
9,-39,46,234,,-8,23,5,0
-6,13,14,308,,10,-49,56,0
9,-37,42,354,,-4,8,29,0
-4,10,20,367,,1,-18,24,0
4,-26,33,378,,12,-56,53,0
8,-31,44,375,,-11,33,5,0
-10,17,12,368,,8,-49,47,0
9,-42,44,334,,6,-27,47,0
-10,26,13,255,,-7,19,7,0
8,-43,44,185,,7,-34,35,0
-8,24,16,115,,-6,10,26,0
6,-40,37,38,,4,-19,24,0
-5,15,22,0,,9,-43,49,0
-8,23,7,0,,-8,27,9,0
10,-48,54,0,,1,-3,18,0
-2,4,32,0,,2,-19,41,0
1,-15,21,0,,-9,19,17,17
11,-54,51,0,,10,-34,33,94
-10,31,8,0,,-5,8,27,128
7,-46,44,0,,7,-24,28,184
5,-29,47,0,,10,-37,44,264
-7,20,9,0,,-7,14,12,331
6,-31,32,0,,11,-40,42,361
-5,7,29,0,,-,,,
-9,27,8,0,,7,16,17,376
8,-42,47,0,,11,-33,39,375
-8,27,11,0,,-6,11,21,367
0,0,16,0,,9,-29,32,357
8,-40,,,,-4,4,27,305
41,0,,,,7,-23,31,230
-8,18,19,19,,11,-31,42,166
8,-32,32,94,,-7,10,15,84
-3,6,29,128,,12,-36,41,13
-6,17,12,186,,-8,8,19,0
12,-40,45,262,,11,-35,40,0
-8,17,13,329,,8,-19,36,0
10,-41,42,362,,-3,-6,20,0
-6,15,17,375,,9,-33,36,0
9,-32,37,377,,-1,1,24,0
-5,8,23,368,,5,-26,32,0
-7,6,16,361,,11,-30,38,0
9,-31,42,316,,-6,8,18,0
-7,11,15,242,,1,-15,29,0
11,-33,43,175,,5,-13,32,0
-7,10,14,98,,-8,8,18,0
11,-36,42,24,,8,-34,42,0
5,-12,32,0,,-6,12,15,0
0,-12,23,0,,-6,1,18,0
9,-21,38,0,,9,-28,41,0
-5,8,20,0,,-4,6,20,0
8,-34,38,0,,4,-30,33,55
10,-29,40,0,,12,-35,44,109
-5,2,17,0,,-7,11,13,165
4,-26,32,0,,10,-38,47,240
3,-6,26,0,,-8,13,12,312
0,-15,26,0,,9,-39,44,352
9,-34,40,0,,-5,13,,
-7,9,17,0,,16,366,,
-2,-6,20,0,,5,-31,37,376
8,-21,40,0,,-5,9,25,372
-6,13,16,0,,-10,14,11,365
6,-34,40,0,,10,-40,46,326
,,,,,-12,27,9,250
-2,7,22,0,,8,-45,47,183
-9,8,12,37,,-10,29,12,108
11,-38,47,100,,8,-46,42,31
-8,15,11,148,,-7,22,18,0
0,-18,27,217,,-8,19,7,0
4,-12,32,289,,10,-46,54,0
-1,-9,22,348,,-10,32,2,0
4,-22,39,362,,3,-23,24,0
-5,5,15,375,,0,-7,38,0
7,-30,44,373,,-10,33,6,0
-5,7,27,368,,10,-50,47,0
2,-21,23,356,,-8,29,14,0
-2,-5,36,293,,-7,15,8,0
-1,-6,17,216,,8,-37,47,0
2,-15,42,152,,-5,13,26,0
-6,4,14,79,,3,-22,25,0
8,-42,40,9,,8,-41,47,0
-7,18,19,0,,-9,27,10,0
-8,17,8,0,,9,-41,44,0
8,-42,52,0,,3,-17,41,0
-5,10,28,0,,-5,3,14,46
3,-23,25,0,,8,-36,34,108
-1,-7,35,0,,-5,10,26,149
-10,30,6,0,,8,-26,29,210
7,-46,46,0,,-2,0,31,285
4,-21,44,0,,3,-18,24,345
-6,13,10,0,,3,-11,35,36
7,-34,47,0,,4,,,
-6,11,27,0,,-8,15,16,377
3,-20,24,0,,12,-34,38,373
9,-40,48,0,,-7,11,21,368
-8,26,12,0,,9,-30,31,351
10,-41,44,,,-5,6,25,291
,0,,,,8,-24,33,217
3,-18,40,2,,0,1,24,166
-5,4,12,69,,-8,9,15,90
7,-32,45,117,,12,-36,41,20
-5,9,27,159,,-7,8,17,0
7,-25,27,228,,0,-13,26,0
-3,-3,32,304,,8,-17,35,0
3,-16,23,354,,-6,10,16,0
4,-13,36,366,,9,-37,40,0
0,-3,20,377,,11,-27,37,0
11,-33,37,369,,-6,1,20,0
-7,9,22,367,,12,-32,40,0
10,-28,31,339,,2,-2,24,0
-4,4,26,274,,0,-17,29,0
7,-23,33,202,,9,-34,40,0
-1,-1,25,140,,-7,11,17,0
-8,6,16,63,,9,-37,44,0
13,-34,40,0,,8,-16,36,0
-7,6,18,0,,-5,0,18,0
0,-15,26,0,,6,-36,41,0
8,-16,35,0,,-3,8,19,0
-7,8,17,0,,-8,4,14,48
10,-36,39,0,,11,-36,44,105
-2,4,22,0,,-8,13,13,158
-6,0,19,0,,10,-39,46,234
11,-31,39,0,,-8,14,10,307
2,-2,25,0,,9,-40,46,354
1,-18,27,0,,3,-18,36,367
11,-33,40,0,,-5,1,17,377
-8,11,16,0,,7,-28,44,37
9,-36,42,0,,4,,,
8,-18,39,0,,-8,15,10,369
-6,0,18,0,,9,-40,47,348
7,-37,42,0,,-11,26,8,274
-4,9,20,0,,8,-45,49,198
-9,6,13,63,,3,-12,40,133
12,,,,,-6,2,15,58
-38,46,114,,,6,-28,44,0
-9,17,12,172,,-7,16,8,0
11,-44,47,252,,6,-39,39,0
-9,18,10,320,,9,-42,54,0
9,-44,46,357,,-9,29,3,0
4,-20,37,369,,10,-52,54,0
-5,5,16,378,,-2,-3,33,0
7,-30,45,374,,0,-7,17,0
-8,17,9,368,,9,-49,49,0
9,-41,49,337,,-9,29,13,0
-11,27,6,264,,8,-38,38,0
0,-11,22,188,,7,-34,48,0
1,-10,39,121,,-9,23,5,0
-5,0,17,45,,4,-23,27,0
5,-25,43,0,,-3,1,35,0
-8,22,15,0,,-8,28,8,0
7,-38,40,0,,9,-42,46,0
9,-37,50,0,,2,-15,41,0
-8,24,5,0,,-4,3,12,63
9,-48,52,0,,10,-37,35,117
-3,1,29,0,,-6,12,26,163
1,-12,22,0,,8,-27,28,233
8,-47,49,0,,-4,-1,29,308
-8,29,14,0,,5,-19,24,357
-4,7,13,0,,2,-10,,
4,-29,44,0,,,36,368,
-8,17,21,0,,0,-5,19,378
5,-26,30,0,,11,-35,38,370
8,-43,46,0,,-8,12,21,367
8,-43,46,0,,11,-31,32,333
-1,-,,,,-6,7,27,265
9,37,0,,,8,-25,32,194
-1,-9,37,19,,-1,1,26,137
-1,-1,15,94,,2,-23,30,52
5,-27,46,130,,13,-35,41,0
-5,12,12,190,,-8,7,17,0
8,-36,45,265,,12,-37,41,0
-5,3,25,327,,8,-16,36,0
6,-22,27,363,,-3,-10,20,0
0,-6,33,373,,11,-25,38,0
1,-8,21,378,,-2,6,22,0
10,-36,39,369,,6,-29,34,0
-8,11,19,366,,12,-31,40,0
11,-31,36,316,,-8,9,18,0
-6,7,23,249,,12,-35,40,0
8,-26,35,180,,4,-11,32,0
-3,1,22,117,,-2,-10,22,0
5,-24,33,37,,7,-16,37,0
12,-30,40,0,,-7,16,14,0
-7,4,17,0,,7,-39,43,0
12,-34,42,0,,10,-28,42,0
5,-12,34,0,,-10,5,14,57
1,-12,23,0,,12,-38,45,110
12,-36,41,0,,-9,16,11,165
-4,5,21,0,,12,-42,47,243
8,-30,32,0,,-9,17,11,314
10,-28,40,0,,8,-43,45,355
-7,7,17,0,,5,-,,
4,-21,28,0,,19,36,367,
1,-8,33,0,,-5,3,16,377
-8,11,15,0,,8,-28,44,373
10,-37,45,0,,-9,16,9,367
-8,16,13,0,,9,-42,48,342
-2,-5,20,0,,-2,1,33,274
8,-25,42,0,,-1,-12,22,193
-8,3,14,48,,3,-10,40,128
8,-37,,,,-6,-1,15,49
,35,104,,,6,-26,44,0
-3,8,25,147,,-8,24,16,0
4,-28,32,219,,7,-40,40,0
2,-4,29,284,,-5,17,23,0
-10,18,11,346,,-8,26,4,0
9,-45,45,361,,10,-50,53,0
-7,20,14,376,,-2,0,30,0
8,-36,40,374,,0,-11,20,0
-9,14,21,368,,9,-49,49,0
4,-29,29,350,,-8,31,12,0
-5,5,31,288,,8,-41,39,0
-10,26,6,212,,5,-32,46,0
9,-43,50,147,,-8,22,6,0
-13,27,11,63,,5,-27,30,0
10,-46,42,0,,-3,4,32,0
-9,23,16,0,,-8,29,8,0
-5,8,13,0,,8,-45,47,0
7,-32,49,0,,1,-13,38,10
-7,20,20,0,,-2,0,13,82
6,-34,33,0,,7,-29,47,124
-4,7,26,0,,-7,14,10,175
-8,26,7,0,,8,-32,31,248
1,-18,25,0,,-3,2,27,316
2,-7,36,0,,6,-21,27,360
-4,0,15,0,,1,,,
8,-41,40,0,,-7,35,368,
-8,22,18,0,,0,-7,20,377
-7,15,10,0,,11,-37,39,369
8,-35,48,0,,-8,13,20,367
-5,12,27,0,,12,-31,35,330
3,-21,2,,,-7,7,24,261
8,0,,,,8,-26,33,192
0,-4,32,0,,-2,1,25,133
-9,24,12,63,,-5,5,19,55
11,-43,43,120,,13,-32,41,0
-8,21,18,162,,-8,5,17,0
10,-39,37,241,,1,-17,26,0
-5,10,22,312,,7,-13,35,0
-5,14,12,358,,-6,8,18,0
11,-39,44,370,,11,-36,40,0
-7,18,12,377,,-3,5,22,0
11,-38,40,368,,-6,-2,18,0
-8,14,18,365,,11,-29,39,0
11,-32,38,316,,1,0,25,0
-8,10,20,244,,2,-19,28,0
10,-28,37,170,,12,-34,42,0
-3,3,21,104,,-8,11,15,0
6,-26,35,24,,10,-37,43,0
11,-29,38,0,,7,-15,39,0
-5,2,16,0,,-5,-3,19,0
5,-20,32,0,,10,-27,42,0
3,-9,31,0,,-6,11,21,31
1,-16,25,0,,8,-36,34,97
11,-36,42,0,,-1,5,26,130
-5,6,18,0,,-9,16,13,199
-3,-4,19,0,,13,-43,46,277
9,-26,40,0,,-9,16,11,339
-6,6,16,0,,9,-45,44,
4,-23,29,0,,360,,,
-1,-7,31,0,,-6,19,14,375
-7,12,12,0,,7,-36,41,376
11,-38,47,0,,-7,13,22,368
3,-9,35,0,,3,-29,28,358
-1,-9,20,,,-2,3,32,302
0,,,,,-11,29,5,226
6,-21,41,0,,9,-47,51,161
-9,15,17,49,,-12,29,10,80
9,-41,38,105,,10,-48,43,3
-5,13,23,151,,-9,25,15,0
6,-34,33,225,,-7,11,12,0
12,-42,47,298,,8,-36,51,0
-10,18,10,354,,-6,21,20,0
10,-47,46,364,,4,-34,34,0
-7,24,13,377,,-2,5,28,0
8,-40,41,369,,-9,30,4,0
-9,17,19,367,,1,-16,24,0
7,-33,32,336,,3,-10,39,0
-7,10,27,262,,-5,4,14,0
2,-21,28,188,,9,-44,41,0
-2,-2,34,120,,-8,22,19,0
-11,26,10,37,,-8,18,7,0
10,-44,43,0,,1,-18,25,0
-10,24,15,0,,1,-18,25,0
9,-42,43,0,,9,-45,47,0
6,-28,46,0,,2,-7,36,0
-7,13,9,0,,-9,25,12,52
8,-36,37,0,,11,-43,41,115
-5,10,24,0,,-6,20,20,154
1,-21,27,0,,8,-37,35,223
9,-41,48,0,,10,-37,47,304
-9,26,12,0,,-7,17,10,355
-2,-5,18,0,,12,,,
3,-18,41,0,,-42,47,368,
-7,9,11,0,,-6,20,11,378
8,-35,36,0,,11,-39,41,369
-6,16,24,0,,-8,15,17,367
-7,20,10,,,11,-34,37,328
0,,,,,-7,10,22,254
8,-40,46,0,,8,-27,36,184
-2,1,30,43,,-2,2,22,124
1,-14,20,109,,-5,4,18,46
4,-15,41,148,,12,-32,40,0
-3,0,16,212,,-6,4,16,0
11,-42,38,291,,3,-19,29,0
-7,14,19,344,,5,-11,32,0
7,-34,35,365,,-7,8,15,0
-1,5,27,376,,10,-37,42,0
3,-19,28,375,,-5,7,19,0
1,-8,31,367,,-4,-3,17,0
-9,16,15,354,,10,-28,40,0
12,-36,39,289,,0,2,25,0
-7,12,19,220,,3,-22,29,0
8,-31,38,151,,12,-34,42,0
-4,5,20,82,,-8,11,14,0
7,-29,38,8,,11,-37,45,0
12,-27,39,0,,5,-13,38,0
-5,1,18,0,,-4,-5,18,0
5,-24,34,0,,9,-25,42,0
1,-6,26,0,,-7,13,18,37
-7,6,13,0,,8,-38,36,99
12,-37,44,0,,-3,8,24,133
-5,8,17,0,,-10,16,11,208
0,-9,22,0,,12,-45,48,286
8,-21,37,0,,-10,19,12,346
-3,8,20,0,,10,-46,46,362
6,-29,34,0,,-7,21,15,376
10,-32,43,0,,7,-37,40,
-7,11,10,0,,,370,,
11,-37,49,0,,-7,14,23,367
0,-2,30,0,,4,-29,29,348
0,-17,2,,,-4,5,31,281
5,0,,,,-11,28,5,207
11,-45,49,0,,9,-45,50,144
-9,18,10,60,,-11,27,11,57
12,-46,44,115,,10,-45,42,0
-7,21,17,164,,-10,23,16,0
7,-42,39,241,,-7,9,12,0
-3,10,22,307,,8,-34,48,0
-8,17,9,354,,-9,20,7,0
10,-46,47,364,,5,-32,32,0
-8,25,10,377,,-3,5,29,0
8,-43,44,369,,-10,26,8,0
-9,22,15,367,,10,-44,48,0
6,-38,38,334,,6,-26,44,0
-9,16,21,261,,-9,21,21,0
-7,20,6,194,,-9,21,21,0
8,-40,52,124,,-9,21,21,0
-11,24,8,49,,5,-31,32,0
10,-45,46,0,,10,-36,49,0
0,-11,38,0,,-9,26,9,0
-1,-3,17,0,,10,-44,46,0
4,-20,43,0,,1,-6,34,24
-8,23,16,0,,-3,-6,16,97
9,-40,38,0,,8,-24,43,134
6,-33,46,0,,-8,22,19,192
-7,17,9,0,,10,-39,36,274
4,-26,31,0,,-5,10,23,334
-2,4,31,0,,6,-30,30,
0,-12,20,0,,,364,,
9,-40,41,0,,1,0,30,374
-11,23,16,0,,1,-12,25,376
-5,4,13,0,,12,-40,41,367
6,-24,45,0,,-9,16,17,358
-7,20,20,0,,12,-36,39,303
,,,,,-6,11,21,229
,,,,,8,-29,37,163
5,-31,34,0,,-2,4,19,96
-4,6,28,27,,4,-27,36,21
-10,19,11,102,,13,-31,40,0
12,-42,45,145,,-7,5,16,0
-9,23,16,210,,13,-34,44,0
11,-42,40,292,,5,-9,30,0
-7,16,17,344,,0,-15,24,0
9,-36,35,366,,12,-39,44,0
-3,8,25,376,,-4,8,17,0
5,-22,28,374,,8,-32,39,0
10,-37,39,366,,10,-27,39,0
-9,15,16,345,,-7,7,16,0
13,-34,39,278,,3,-25,31,0
-8,11,20,208,,1,-5,30,0
9,-30,37,140,,-7,14,12,0
-4,4,21,69,,9,-40,48,0
9,-27,36,0,,-8,19,8,0
11,-25,38,0,,-3,-9,20,0
-6,1,20,0,,9,-22,43,0
6,-24,33,0,,-8,17,15,50
1,-5,26,0,,9,-43,40,109
-6,3,14,0,,-5,15,22,153
11,-35,44,0,,4,-34,33,228
-6,7,16,0,,1,1,28,289
0,-11,21,0,,-9,22,9,342
8,-20,37,0,,10,-4,,
-3,8,19,0,,9,49,362,
8,-32,35,0,,-8,25,10,375
9,-31,44,0,,8,-41,44,375
-8,10,10,0,,-8,19,18,367
4,-26,33,0,,-7,15,8,355
-1,2,27,0,,7,-40,51,288
1,-23,28,0,,-10,27,3,217
12,-45,51,0,,9,-46,53,149
-11,19,7,64,,-11,28,8,75
,,,,,-2,-8,18,0
,,,,,3,-19,42,0
13,-50,48,118,,-5,6,13,0
-8,25,14,169,,9,-43,43,0
-5,3,12,243,,-6,21,18,0
11,-36,47,310,,-7,16,7,0
-8,15,9,355,,9,-40,50,0
9,-46,48,364,,-5,9,26,0
-8,27,10,377,,2,-21,25,0
9,-46,47,370,,11,-44,49,0
1,-15,37,367,,-10,28,11,0
-4,3,12,338,,9,-42,40,0
4,-29,48,264,,4,-21,42,0
-6,20,8,199,,-7,12,9,0
8,-39,51,128,,9,-32,49,0
-11,24,8,56,,-5,14,27,0
2,-22,26,0,,2,-23,28,0
-2,-6,34,0,,9,-41,46,1
-10,26,9,0,,-10,22,13,76
10,-45,48,0,,13,-43,43,126
-9,24,11,0,,-8,22,19,172
-4,2,13,0,,10,-40,37,254
5,-28,44,0,,-6,12,21,324
-8,17,18,0,,-5,13,13,363
6,-30,35,0,,12,-39,46,374
-6,8,28,0,,-8,21,13,377
-10,21,9,0,,,,,
0,-6,36,0,,,,,
-6,33,19,0,,11,-40,40,368
-3,-3,16,0,,-9,15,17,362
